method,game,seed,bin,return,agent_steps
DreamerV3,battle_zone,4,0.0,1600.0,
DreamerV3,battle_zone,4,1.0,2750.0,
DreamerV3,battle_zone,4,2.0,4000.0,
DreamerV3,battle_zone,4,3.0,2333.3333333333335,
DreamerV3,battle_zone,4,4.0,750.0,
DreamerV3,battle_zone,4,5.0,4400.0,
DreamerV3,battle_zone,4,6.0,4666.666666666667,
DreamerV3,battle_zone,4,7.0,2250.0,
DreamerV3,battle_zone,4,8.0,2600.0,
DreamerV3,battle_zone,4,9.0,3500.0,
DreamerV3,battle_zone,4,10.0,7250.0,
DreamerV3,battle_zone,4,11.0,7333.333333333333,
DreamerV3,battle_zone,4,12.0,8666.666666666666,
DreamerV3,battle_zone,4,13.0,4000.0,
DreamerV3,battle_zone,4,14.0,3000.0,
DreamerV3,battle_zone,4,15.0,4000.0,
DreamerV3,battle_zone,4,16.0,6750.0,
DreamerV3,battle_zone,4,17.0,8000.0,
DreamerV3,battle_zone,4,18.0,13250.0,
DreamerV3,battle_zone,4,19.0,11000.0,
DreamerV3,boxing,0,0.0,-17.5,
DreamerV3,boxing,0,1.0,-22.333333333333332,
DreamerV3,boxing,0,2.0,-1.6666666666666667,
DreamerV3,boxing,0,3.0,2.6666666666666665,
DreamerV3,boxing,0,4.0,11.0,
DreamerV3,boxing,0,5.0,29.5,
DreamerV3,boxing,0,6.0,8.666666666666666,
DreamerV3,boxing,0,7.0,18.666666666666668,
DreamerV3,boxing,0,8.0,37.0,
DreamerV3,boxing,0,9.0,52.666666666666664,
DreamerV3,boxing,0,10.0,67.25,
DreamerV3,boxing,0,11.0,73.75,
DreamerV3,boxing,0,12.0,72.0,
DreamerV3,boxing,0,13.0,72.75,
DreamerV3,boxing,0,14.0,82.8,
DreamerV3,boxing,0,15.0,73.25,
DreamerV3,boxing,0,16.0,76.0,
DreamerV3,boxing,0,17.0,81.0,
DreamerV3,boxing,0,18.0,81.0,
DreamerV3,boxing,0,19.0,80.4,
DreamerV3,boxing,1,0.0,3.0,
DreamerV3,boxing,1,1.0,0.0,
DreamerV3,boxing,1,2.0,13.333333333333334,
DreamerV3,boxing,1,3.0,44.0,
DreamerV3,boxing,1,4.0,29.333333333333332,
DreamerV3,boxing,1,5.0,61.0,
DreamerV3,boxing,1,6.0,43.0,
DreamerV3,boxing,1,7.0,41.333333333333336,
DreamerV3,boxing,1,8.0,35.333333333333336,
DreamerV3,boxing,1,9.0,47.333333333333336,
DreamerV3,boxing,1,10.0,45.5,
DreamerV3,boxing,1,11.0,55.0,
DreamerV3,boxing,1,12.0,62.666666666666664,
DreamerV3,boxing,1,13.0,60.666666666666664,
DreamerV3,boxing,1,14.0,46.0,
DreamerV3,boxing,1,15.0,43.5,
DreamerV3,boxing,1,16.0,56.0,
DreamerV3,boxing,1,17.0,49.666666666666664,
DreamerV3,boxing,1,18.0,76.0,
DreamerV3,boxing,1,19.0,64.66666666666667,
DreamerV3,boxing,2,0.0,-1.0,
DreamerV3,boxing,2,1.0,-5.333333333333333,
DreamerV3,boxing,2,2.0,15.0,
DreamerV3,boxing,2,3.0,15.0,
DreamerV3,boxing,2,4.0,45.333333333333336,
DreamerV3,boxing,2,5.0,54.5,
DreamerV3,boxing,2,6.0,60.666666666666664,
DreamerV3,boxing,2,7.0,44.0,
DreamerV3,boxing,2,8.0,61.333333333333336,
DreamerV3,boxing,2,9.0,51.333333333333336,
DreamerV3,boxing,2,10.0,66.33333333333333,
DreamerV3,boxing,2,11.0,57.333333333333336,
DreamerV3,boxing,2,12.0,55.0,
DreamerV3,boxing,2,13.0,56.5,
DreamerV3,boxing,2,14.0,64.33333333333333,
DreamerV3,boxing,2,15.0,69.66666666666667,
DreamerV3,boxing,2,16.0,65.66666666666667,
DreamerV3,boxing,2,17.0,66.0,
DreamerV3,boxing,2,18.0,67.33333333333333,
DreamerV3,boxing,2,19.0,70.0,
DreamerV3,boxing,3,0.0,3.5,
DreamerV3,boxing,3,1.0,-2.6666666666666665,
DreamerV3,boxing,3,2.0,2.3333333333333335,
DreamerV3,boxing,3,3.0,5.666666666666667,
DreamerV3,boxing,3,4.0,16.666666666666668,
DreamerV3,boxing,3,5.0,14.0,
DreamerV3,boxing,3,6.0,15.0,
DreamerV3,boxing,3,7.0,32.0,
DreamerV3,boxing,3,8.0,38.0,
DreamerV3,boxing,3,9.0,40.5,
DreamerV3,boxing,3,10.0,46.0,
DreamerV3,boxing,3,11.0,56.0,
DreamerV3,boxing,3,12.0,56.0,
DreamerV3,boxing,3,13.0,64.8,
DreamerV3,boxing,3,14.0,68.75,
DreamerV3,boxing,3,15.0,73.25,
DreamerV3,boxing,3,16.0,76.77777777777777,
DreamerV3,boxing,3,17.0,81.6,
DreamerV3,boxing,3,18.0,73.22222222222223,
DreamerV3,boxing,3,19.0,75.44444444444444,
DreamerV3,boxing,4,0.0,-3.0,
DreamerV3,boxing,4,1.0,1.6666666666666667,
DreamerV3,boxing,4,2.0,-10.666666666666666,
DreamerV3,boxing,4,3.0,7.0,
DreamerV3,boxing,4,4.0,22.666666666666668,
DreamerV3,boxing,4,5.0,22.0,
DreamerV3,boxing,4,6.0,38.25,
DreamerV3,boxing,4,7.0,50.5,
DreamerV3,boxing,4,8.0,50.0,
DreamerV3,boxing,4,9.0,58.4,
DreamerV3,boxing,4,10.0,62.8,
DreamerV3,boxing,4,11.0,65.5,
DreamerV3,boxing,4,12.0,60.833333333333336,
DreamerV3,boxing,4,13.0,59.4,
DreamerV3,boxing,4,14.0,65.0,
DreamerV3,boxing,4,15.0,62.0,
DreamerV3,boxing,4,16.0,75.85714285714286,
DreamerV3,boxing,4,17.0,73.375,
DreamerV3,boxing,4,18.0,57.8,
DreamerV3,boxing,4,19.0,63.714285714285715,
DreamerV3,breakout,0,0.0,1.7826086956521738,
DreamerV3,breakout,0,1.0,2.090909090909091,
DreamerV3,breakout,0,2.0,1.7777777777777777,
DreamerV3,breakout,0,3.0,2.4375,
DreamerV3,breakout,0,4.0,2.2,
DreamerV3,breakout,0,5.0,4.9,
DreamerV3,breakout,0,6.0,4.428571428571429,
DreamerV3,breakout,0,7.0,3.2142857142857144,
DreamerV3,breakout,0,8.0,3.933333333333333,
DreamerV3,breakout,0,9.0,3.764705882352941,
DreamerV3,breakout,0,10.0,4.411764705882353,
DreamerV3,breakout,0,11.0,5.928571428571429,
DreamerV3,breakout,0,12.0,4.5,
DreamerV3,breakout,0,13.0,5.2,
DreamerV3,breakout,0,14.0,5.785714285714286,
DreamerV3,breakout,0,15.0,5.0,
DreamerV3,breakout,0,16.0,5.6875,
DreamerV3,breakout,0,17.0,4.75,
DreamerV3,breakout,0,18.0,5.8,
DreamerV3,breakout,0,19.0,6.0,
DreamerV3,breakout,1,0.0,1.5833333333333333,
DreamerV3,breakout,1,1.0,1.28,
DreamerV3,breakout,1,2.0,1.3,
DreamerV3,breakout,1,3.0,3.2,
DreamerV3,breakout,1,4.0,4.555555555555555,
DreamerV3,breakout,1,5.0,3.8095238095238093,
DreamerV3,breakout,1,6.0,4.947368421052632,
DreamerV3,breakout,1,7.0,8.153846153846153,
DreamerV3,breakout,1,8.0,6.5625,
DreamerV3,breakout,1,9.0,6.25,
DreamerV3,breakout,1,10.0,6.923076923076923,
DreamerV3,breakout,1,11.0,6.5625,
DreamerV3,breakout,1,12.0,7.3076923076923075,
DreamerV3,breakout,1,13.0,6.333333333333333,
DreamerV3,breakout,1,14.0,6.588235294117647,
DreamerV3,breakout,1,15.0,7.933333333333334,
DreamerV3,breakout,1,16.0,7.357142857142857,
DreamerV3,breakout,1,17.0,6.875,
DreamerV3,breakout,1,18.0,8.066666666666666,
DreamerV3,breakout,1,19.0,9.384615384615385,
DreamerV3,breakout,2,0.0,1.1111111111111112,
DreamerV3,breakout,2,1.0,1.2272727272727273,
DreamerV3,breakout,2,2.0,2.6666666666666665,
DreamerV3,breakout,2,3.0,2.090909090909091,
DreamerV3,breakout,2,4.0,2.0,
DreamerV3,breakout,2,5.0,2.55,
DreamerV3,breakout,2,6.0,2.736842105263158,
DreamerV3,breakout,2,7.0,2.764705882352941,
DreamerV3,breakout,2,8.0,3.090909090909091,
DreamerV3,breakout,2,9.0,5.2,
DreamerV3,breakout,2,10.0,6.3076923076923075,
DreamerV3,breakout,2,11.0,6.666666666666667,
DreamerV3,breakout,2,12.0,7.166666666666667,
DreamerV3,breakout,2,13.0,6.714285714285714,
DreamerV3,breakout,2,14.0,7.363636363636363,
DreamerV3,breakout,2,15.0,7.833333333333333,
DreamerV3,breakout,2,16.0,10.0,
DreamerV3,breakout,2,17.0,10.333333333333334,
DreamerV3,breakout,2,18.0,9.1,
DreamerV3,breakout,2,19.0,9.0,
DreamerV3,breakout,3,0.0,1.56,
DreamerV3,breakout,3,1.0,1.2083333333333333,
DreamerV3,breakout,3,2.0,0.6666666666666666,
DreamerV3,breakout,3,3.0,1.3076923076923077,
DreamerV3,breakout,3,4.0,2.7142857142857144,
DreamerV3,breakout,3,5.0,2.4615384615384617,
DreamerV3,breakout,3,6.0,2.6,
DreamerV3,breakout,3,7.0,2.6842105263157894,
DreamerV3,breakout,3,8.0,3.6153846153846154,
DreamerV3,breakout,3,9.0,6.153846153846154,
DreamerV3,breakout,3,10.0,5.285714285714286,
DreamerV3,breakout,3,11.0,4.222222222222222,
DreamerV3,breakout,3,12.0,7.5,
DreamerV3,breakout,3,13.0,6.25,
DreamerV3,breakout,3,14.0,6.75,
DreamerV3,breakout,3,15.0,8.5,
DreamerV3,breakout,3,16.0,5.642857142857143,
DreamerV3,breakout,3,17.0,6.461538461538462,
DreamerV3,breakout,3,18.0,6.785714285714286,
DreamerV3,breakout,3,19.0,6.0,
DreamerV3,breakout,4,0.0,1.1923076923076923,
DreamerV3,breakout,4,1.0,1.8571428571428572,
DreamerV3,breakout,4,2.0,1.2,
DreamerV3,breakout,4,3.0,2.2666666666666666,
DreamerV3,breakout,4,4.0,3.090909090909091,
DreamerV3,breakout,4,5.0,2.55,
DreamerV3,breakout,4,6.0,2.8,
DreamerV3,breakout,4,7.0,2.75,
DreamerV3,breakout,4,8.0,3.2941176470588234,
DreamerV3,breakout,4,9.0,4.1875,
DreamerV3,breakout,4,10.0,3.3125,
DreamerV3,breakout,4,11.0,4.857142857142857,
DreamerV3,breakout,4,12.0,4.3125,
DreamerV3,breakout,4,13.0,4.0588235294117645,
DreamerV3,breakout,4,14.0,5.615384615384615,
DreamerV3,breakout,4,15.0,4.642857142857143,
DreamerV3,breakout,4,16.0,5.357142857142857,
DreamerV3,breakout,4,17.0,5.8,
DreamerV3,breakout,4,18.0,4.538461538461538,
DreamerV3,breakout,4,19.0,5.916666666666667,
DreamerV3,chopper_command,0,0.0,875.0,
DreamerV3,chopper_command,0,1.0,537.5,
DreamerV3,chopper_command,0,2.0,512.5,
DreamerV3,chopper_command,0,3.0,700.0,
DreamerV3,chopper_command,0,4.0,675.0,
DreamerV3,chopper_command,0,5.0,671.4285714285714,
DreamerV3,chopper_command,0,6.0,887.5,
DreamerV3,chopper_command,0,7.0,928.5714285714286,
DreamerV3,chopper_command,0,8.0,985.7142857142857,
DreamerV3,chopper_command,0,9.0,930.0,
DreamerV3,chopper_command,0,10.0,888.8888888888889,
DreamerV3,chopper_command,0,11.0,1000.0,
DreamerV3,chopper_command,0,12.0,1000.0,
DreamerV3,chopper_command,0,13.0,890.0,
DreamerV3,chopper_command,0,14.0,1325.0,
DreamerV3,chopper_command,0,15.0,1042.857142857143,
DreamerV3,chopper_command,0,16.0,1214.2857142857142,
DreamerV3,chopper_command,0,17.0,1185.7142857142858,
DreamerV3,chopper_command,0,18.0,1200.0,
DreamerV3,chopper_command,0,19.0,1485.7142857142858,
DreamerV3,chopper_command,1,0.0,1000.0,
DreamerV3,chopper_command,1,1.0,750.0,
DreamerV3,chopper_command,1,2.0,625.0,
DreamerV3,chopper_command,1,3.0,412.5,
DreamerV3,chopper_command,1,4.0,671.4285714285714,
DreamerV3,chopper_command,1,5.0,500.0,
DreamerV3,chopper_command,1,6.0,725.0,
DreamerV3,chopper_command,1,7.0,633.3333333333334,
DreamerV3,chopper_command,1,8.0,728.5714285714286,
DreamerV3,chopper_command,1,9.0,900.0,
DreamerV3,chopper_command,1,10.0,942.8571428571429,
DreamerV3,chopper_command,1,11.0,758.3333333333334,
DreamerV3,chopper_command,1,12.0,900.0,
DreamerV3,chopper_command,1,13.0,1300.0,
DreamerV3,chopper_command,1,14.0,1171.4285714285713,
DreamerV3,chopper_command,1,15.0,1766.6666666666667,
DreamerV3,chopper_command,1,16.0,1340.0,
DreamerV3,chopper_command,1,17.0,1450.0,
DreamerV3,chopper_command,1,18.0,1375.0,
DreamerV3,chopper_command,1,19.0,1860.0,
DreamerV3,chopper_command,2,0.0,933.3333333333334,
DreamerV3,chopper_command,2,1.0,650.0,
DreamerV3,chopper_command,2,2.0,625.0,
DreamerV3,chopper_command,2,3.0,675.0,
DreamerV3,chopper_command,2,4.0,783.3333333333334,
DreamerV3,chopper_command,2,5.0,566.6666666666666,
DreamerV3,chopper_command,2,6.0,466.6666666666667,
DreamerV3,chopper_command,2,7.0,614.2857142857143,
DreamerV3,chopper_command,2,8.0,566.6666666666666,
DreamerV3,chopper_command,2,9.0,783.3333333333334,
DreamerV3,chopper_command,2,10.0,1075.0,
DreamerV3,chopper_command,2,11.0,900.0,
DreamerV3,chopper_command,2,12.0,983.3333333333334,
DreamerV3,chopper_command,2,13.0,900.0,
DreamerV3,chopper_command,2,14.0,971.4285714285714,
DreamerV3,chopper_command,2,15.0,1000.0,
DreamerV3,chopper_command,2,16.0,1090.909090909091,
DreamerV3,chopper_command,2,17.0,1318.1818181818182,
DreamerV3,chopper_command,2,18.0,1058.3333333333333,
DreamerV3,chopper_command,2,19.0,1046.1538461538462,
DreamerV3,chopper_command,3,0.0,1150.0,
DreamerV3,chopper_command,3,1.0,925.0,
DreamerV3,chopper_command,3,2.0,675.0,
DreamerV3,chopper_command,3,3.0,762.5,
DreamerV3,chopper_command,3,4.0,700.0,
DreamerV3,chopper_command,3,5.0,766.6666666666666,
DreamerV3,chopper_command,3,6.0,980.0,
DreamerV3,chopper_command,3,7.0,1100.0,
DreamerV3,chopper_command,3,8.0,1100.0,
DreamerV3,chopper_command,3,9.0,828.5714285714286,
DreamerV3,chopper_command,3,10.0,1416.6666666666667,
DreamerV3,chopper_command,3,11.0,977.7777777777778,
DreamerV3,chopper_command,3,12.0,1083.3333333333333,
DreamerV3,chopper_command,3,13.0,1750.0,
DreamerV3,chopper_command,3,14.0,1466.6666666666667,
DreamerV3,chopper_command,3,15.0,1000.0,
DreamerV3,chopper_command,3,16.0,1128.5714285714287,
DreamerV3,chopper_command,3,17.0,1283.3333333333333,
DreamerV3,chopper_command,3,18.0,1520.0,
DreamerV3,chopper_command,3,19.0,1400.0,
DreamerV3,chopper_command,4,0.0,900.0,
DreamerV3,chopper_command,4,1.0,1100.0,
DreamerV3,chopper_command,4,2.0,642.8571428571429,
DreamerV3,chopper_command,4,3.0,720.0,
DreamerV3,chopper_command,4,4.0,712.5,
DreamerV3,chopper_command,4,5.0,690.0,
DreamerV3,chopper_command,4,6.0,887.5,
DreamerV3,chopper_command,4,7.0,1120.0,
DreamerV3,chopper_command,4,8.0,950.0,
DreamerV3,chopper_command,4,9.0,1220.0,
DreamerV3,chopper_command,4,10.0,1412.5,
DreamerV3,chopper_command,4,11.0,1500.0,
DreamerV3,chopper_command,4,12.0,1271.4285714285713,
DreamerV3,chopper_command,4,13.0,1428.5714285714287,
DreamerV3,chopper_command,4,14.0,1044.4444444444443,
DreamerV3,chopper_command,4,15.0,1387.5,
DreamerV3,chopper_command,4,16.0,1000.0,
DreamerV3,chopper_command,4,17.0,1314.2857142857142,
DreamerV3,chopper_command,4,18.0,1200.0,
DreamerV3,chopper_command,4,19.0,1125.0,
DreamerV3,crazy_climber,0,0.0,11000.0,
DreamerV3,crazy_climber,0,1.0,3400.0,
DreamerV3,crazy_climber,0,2.0,10900.0,
DreamerV3,crazy_climber,0,3.0,19900.0,
DreamerV3,crazy_climber,0,4.0,19200.0,
DreamerV3,crazy_climber,0,5.0,39750.0,
DreamerV3,crazy_climber,0,6.0,47300.0,
DreamerV3,crazy_climber,0,7.0,28800.0,
DreamerV3,crazy_climber,0,8.0,65100.0,
DreamerV3,crazy_climber,0,9.0,76300.0,
DreamerV3,crazy_climber,0,10.0,96700.0,
DreamerV3,crazy_climber,0,11.0,100600.0,
DreamerV3,crazy_climber,0,12.0,77300.0,
DreamerV3,crazy_climber,0,13.0,90700.0,
DreamerV3,crazy_climber,0,14.0,65300.0,
DreamerV3,crazy_climber,0,15.0,75150.0,
DreamerV3,crazy_climber,0,16.0,78600.0,
DreamerV3,crazy_climber,0,17.0,75800.0,
DreamerV3,crazy_climber,0,18.0,95700.0,
DreamerV3,crazy_climber,0,19.0,67950.0,
DreamerV3,crazy_climber,1,0.0,11500.0,
DreamerV3,crazy_climber,1,1.0,5700.0,
DreamerV3,crazy_climber,1,2.0,14900.0,
DreamerV3,crazy_climber,1,3.0,27100.0,
DreamerV3,crazy_climber,1,4.0,23300.0,
DreamerV3,crazy_climber,1,5.0,33300.0,
DreamerV3,crazy_climber,1,6.0,38600.0,
DreamerV3,crazy_climber,1,7.0,34800.0,
DreamerV3,crazy_climber,1,8.0,76800.0,
DreamerV3,crazy_climber,1,9.0,74100.0,
DreamerV3,crazy_climber,1,10.0,61950.0,
DreamerV3,crazy_climber,1,11.0,39300.0,
DreamerV3,crazy_climber,1,12.0,59800.0,
DreamerV3,crazy_climber,1,13.0,95600.0,
DreamerV3,crazy_climber,1,14.0,69850.0,
DreamerV3,crazy_climber,1,15.0,53050.0,
DreamerV3,crazy_climber,1,16.0,37700.0,
DreamerV3,crazy_climber,1,17.0,93750.0,
DreamerV3,crazy_climber,1,18.0,55350.0,
DreamerV3,crazy_climber,1,19.0,51700.0,
DreamerV3,crazy_climber,2,0.0,10900.0,
DreamerV3,crazy_climber,2,1.0,6600.0,
DreamerV3,crazy_climber,2,2.0,18300.0,
DreamerV3,crazy_climber,2,3.0,28400.0,
DreamerV3,crazy_climber,2,4.0,25800.0,
DreamerV3,crazy_climber,2,5.0,28100.0,
DreamerV3,crazy_climber,2,6.0,32450.0,
DreamerV3,crazy_climber,2,7.0,32400.0,
DreamerV3,crazy_climber,2,8.0,37400.0,
DreamerV3,crazy_climber,2,9.0,32600.0,
DreamerV3,crazy_climber,2,10.0,47700.0,
DreamerV3,crazy_climber,2,11.0,44550.0,
DreamerV3,crazy_climber,2,12.0,74200.0,
DreamerV3,crazy_climber,2,13.0,63950.0,
DreamerV3,crazy_climber,2,14.0,53800.0,
DreamerV3,crazy_climber,2,15.0,56350.0,
DreamerV3,crazy_climber,2,16.0,41000.0,
DreamerV3,crazy_climber,2,17.0,40700.0,
DreamerV3,crazy_climber,2,18.0,56100.0,
DreamerV3,crazy_climber,2,19.0,73200.0,
DreamerV3,crazy_climber,3,0.0,7000.0,
DreamerV3,crazy_climber,3,1.0,8200.0,
DreamerV3,crazy_climber,3,2.0,11700.0,
DreamerV3,crazy_climber,3,3.0,20300.0,
DreamerV3,crazy_climber,3,4.0,31500.0,
DreamerV3,crazy_climber,3,5.0,43300.0,
DreamerV3,crazy_climber,3,6.0,33700.0,
DreamerV3,crazy_climber,3,7.0,71600.0,
DreamerV3,crazy_climber,3,8.0,40050.0,
DreamerV3,crazy_climber,3,9.0,49650.0,
DreamerV3,crazy_climber,3,10.0,61300.0,
DreamerV3,crazy_climber,3,11.0,47150.0,
DreamerV3,crazy_climber,3,12.0,33300.0,
DreamerV3,crazy_climber,3,13.0,74400.0,
DreamerV3,crazy_climber,3,14.0,52900.0,
DreamerV3,crazy_climber,3,15.0,106600.0,
DreamerV3,crazy_climber,3,16.0,66800.0,
DreamerV3,crazy_climber,3,17.0,98000.0,
DreamerV3,crazy_climber,3,18.0,38450.0,
DreamerV3,crazy_climber,3,19.0,36133.333333333336,
DreamerV3,crazy_climber,4,0.0,6600.0,
DreamerV3,crazy_climber,4,1.0,6400.0,
DreamerV3,crazy_climber,4,2.0,11000.0,
DreamerV3,crazy_climber,4,3.0,25000.0,
DreamerV3,crazy_climber,4,4.0,26850.0,
DreamerV3,crazy_climber,4,5.0,11000.0,
DreamerV3,crazy_climber,4,6.0,72900.0,
DreamerV3,crazy_climber,4,7.0,31950.0,
DreamerV3,crazy_climber,4,8.0,70200.0,
DreamerV3,crazy_climber,4,9.0,67000.0,
DreamerV3,crazy_climber,4,10.0,103400.0,
DreamerV3,crazy_climber,4,11.0,53350.0,
DreamerV3,crazy_climber,4,12.0,129700.0,
DreamerV3,crazy_climber,4,13.0,62800.0,
DreamerV3,crazy_climber,4,14.0,101900.0,
DreamerV3,crazy_climber,4,15.0,83150.0,
DreamerV3,crazy_climber,4,16.0,57900.0,
DreamerV3,crazy_climber,4,17.0,68100.0,
DreamerV3,crazy_climber,4,18.0,32950.0,
DreamerV3,crazy_climber,4,19.0,78100.0,
DreamerV3,demon_attack,0,0.0,126.25,
DreamerV3,demon_attack,0,2.0,140.0,
DreamerV3,demon_attack,0,3.0,160.0,
DreamerV3,demon_attack,0,4.0,145.0,
DreamerV3,demon_attack,0,5.0,321.6666666666667,
DreamerV3,demon_attack,0,6.0,222.0,
DreamerV3,demon_attack,0,7.0,226.0,
DreamerV3,demon_attack,0,8.0,272.0,
DreamerV3,demon_attack,0,9.0,255.0,
DreamerV3,demon_attack,0,10.0,360.0,
DreamerV3,demon_attack,0,11.0,125.625,
DreamerV3,demon_attack,0,12.0,176.25,
DreamerV3,demon_attack,0,13.0,272.0,
DreamerV3,demon_attack,0,14.0,331.0,
DreamerV3,demon_attack,0,15.0,211.66666666666666,
DreamerV3,demon_attack,0,16.0,278.0,
DreamerV3,demon_attack,0,17.0,216.66666666666666,
DreamerV3,demon_attack,0,18.0,293.3333333333333,
DreamerV3,demon_attack,0,19.0,210.83333333333334,
DreamerV3,demon_attack,1,0.0,141.66666666666666,
DreamerV3,demon_attack,1,1.0,140.0,
DreamerV3,demon_attack,1,2.0,202.5,
DreamerV3,demon_attack,1,3.0,150.0,
DreamerV3,demon_attack,1,4.0,210.0,
DreamerV3,demon_attack,1,5.0,235.0,
DreamerV3,demon_attack,1,6.0,246.0,
DreamerV3,demon_attack,1,7.0,166.25,
DreamerV3,demon_attack,1,8.0,264.1666666666667,
DreamerV3,demon_attack,1,9.0,292.5,
DreamerV3,demon_attack,1,10.0,229.0,
DreamerV3,demon_attack,1,11.0,199.28571428571428,
DreamerV3,demon_attack,1,12.0,190.0,
DreamerV3,demon_attack,1,13.0,208.125,
DreamerV3,demon_attack,1,14.0,188.57142857142858,
DreamerV3,demon_attack,1,15.0,310.0,
DreamerV3,demon_attack,1,16.0,219.28571428571428,
DreamerV3,demon_attack,1,17.0,187.5,
DreamerV3,demon_attack,1,18.0,198.57142857142858,
DreamerV3,demon_attack,1,19.0,242.5,
DreamerV3,demon_attack,2,0.0,141.0,
DreamerV3,demon_attack,2,1.0,105.0,
DreamerV3,demon_attack,2,2.0,371.25,
DreamerV3,demon_attack,2,3.0,890.0,
DreamerV3,demon_attack,2,4.0,688.3333333333334,
DreamerV3,demon_attack,2,5.0,633.3333333333334,
DreamerV3,demon_attack,2,6.0,720.0,
DreamerV3,demon_attack,2,7.0,259.1666666666667,
DreamerV3,demon_attack,2,8.0,346.6666666666667,
DreamerV3,demon_attack,2,9.0,518.75,
DreamerV3,demon_attack,2,10.0,228.75,
DreamerV3,demon_attack,2,11.0,236.66666666666666,
DreamerV3,demon_attack,2,12.0,267.0,
DreamerV3,demon_attack,2,13.0,960.0,
DreamerV3,demon_attack,2,14.0,310.0,
DreamerV3,demon_attack,2,15.0,253.0,
DreamerV3,demon_attack,2,16.0,130.0,
DreamerV3,demon_attack,2,17.0,231.0,
DreamerV3,demon_attack,2,18.0,269.0,
DreamerV3,demon_attack,2,19.0,343.0,
DreamerV3,demon_attack,3,0.0,136.0,
DreamerV3,demon_attack,3,1.0,112.5,
DreamerV3,demon_attack,3,2.0,149.0,
DreamerV3,demon_attack,3,3.0,83.75,
DreamerV3,demon_attack,3,4.0,163.33333333333334,
DreamerV3,demon_attack,3,5.0,376.6666666666667,
DreamerV3,demon_attack,3,6.0,343.3333333333333,
DreamerV3,demon_attack,3,7.0,290.0,
DreamerV3,demon_attack,3,8.0,238.0,
DreamerV3,demon_attack,3,9.0,480.0,
DreamerV3,demon_attack,3,10.0,296.25,
DreamerV3,demon_attack,3,11.0,203.0,
DreamerV3,demon_attack,3,12.0,284.0,
DreamerV3,demon_attack,3,13.0,248.0,
DreamerV3,demon_attack,3,14.0,343.0,
DreamerV3,demon_attack,3,15.0,175.83333333333334,
DreamerV3,demon_attack,3,16.0,430.0,
DreamerV3,demon_attack,3,17.0,286.0,
DreamerV3,demon_attack,3,18.0,265.0,
DreamerV3,demon_attack,3,19.0,216.66666666666666,
DreamerV3,demon_attack,4,0.0,140.0,
DreamerV3,demon_attack,4,1.0,125.0,
DreamerV3,demon_attack,4,2.0,250.0,
DreamerV3,demon_attack,4,3.0,487.5,
DreamerV3,demon_attack,4,4.0,265.0,
DreamerV3,demon_attack,4,5.0,243.0,
DreamerV3,demon_attack,4,6.0,365.0,
DreamerV3,demon_attack,4,7.0,231.25,
DreamerV3,demon_attack,4,8.0,244.0,
DreamerV3,demon_attack,4,9.0,213.33333333333334,
DreamerV3,demon_attack,4,10.0,205.83333333333334,
DreamerV3,demon_attack,4,11.0,137.14285714285714,
DreamerV3,demon_attack,4,12.0,227.0,
DreamerV3,demon_attack,4,13.0,263.0,
DreamerV3,demon_attack,4,14.0,199.16666666666666,
DreamerV3,demon_attack,4,15.0,170.0,
DreamerV3,demon_attack,4,16.0,176.0,
DreamerV3,demon_attack,4,17.0,570.0,
DreamerV3,demon_attack,4,18.0,215.83333333333334,
DreamerV3,demon_attack,4,19.0,192.5,
DreamerV3,freeway,0,0.0,0.0,
DreamerV3,freeway,0,1.0,0.0,
DreamerV3,freeway,0,2.0,0.0,
DreamerV3,freeway,0,3.0,0.0,
DreamerV3,freeway,0,4.0,0.0,
DreamerV3,freeway,0,5.0,0.0,
DreamerV3,freeway,0,6.0,0.0,
DreamerV3,freeway,0,7.0,0.0,
DreamerV3,freeway,0,8.0,0.0,
DreamerV3,freeway,0,9.0,0.0,
DreamerV3,freeway,0,10.0,0.0,
DreamerV3,freeway,0,11.0,0.0,
DreamerV3,freeway,0,12.0,0.0,
DreamerV3,freeway,0,13.0,0.0,
DreamerV3,freeway,0,14.0,0.0,
DreamerV3,freeway,0,15.0,0.0,
DreamerV3,freeway,0,16.0,0.0,
DreamerV3,freeway,0,17.0,0.0,
DreamerV3,freeway,0,18.0,0.0,
DreamerV3,freeway,0,19.0,0.0,
DreamerV3,freeway,1,0.0,0.0,
DreamerV3,freeway,1,1.0,0.0,
DreamerV3,freeway,1,2.0,0.0,
DreamerV3,freeway,1,3.0,0.0,
DreamerV3,freeway,1,4.0,0.0,
DreamerV3,freeway,1,5.0,0.0,
DreamerV3,freeway,1,6.0,0.0,
DreamerV3,freeway,1,7.0,0.0,
DreamerV3,freeway,1,8.0,0.0,
DreamerV3,freeway,1,9.0,0.0,
DreamerV3,freeway,1,10.0,0.0,
DreamerV3,freeway,1,11.0,0.0,
DreamerV3,freeway,1,12.0,0.0,
DreamerV3,freeway,1,13.0,0.0,
DreamerV3,freeway,1,14.0,0.0,
DreamerV3,freeway,1,15.0,0.0,
DreamerV3,freeway,1,16.0,0.0,
DreamerV3,freeway,1,17.0,0.0,
DreamerV3,freeway,1,18.0,0.0,
DreamerV3,freeway,1,19.0,0.0,
DreamerV3,freeway,2,0.0,0.0,
DreamerV3,freeway,2,1.0,0.0,
