method,game,seed,bin,return
CoRe-WM old,boxing,0,3,8.0
CoRe-WM old,boxing,0,4,31.0
CoRe-WM old,boxing,0,5,16.0
CoRe-WM old,boxing,0,6,50.0
CoRe-WM old,boxing,0,7,61.333333333333336
CoRe-WM old,boxing,0,8,63.333333333333336
CoRe-WM old,boxing,0,9,57.333333333333336
CoRe-WM old,boxing,0,10,40.5
CoRe-WM old,boxing,0,11,63.0
CoRe-WM old,boxing,0,12,63.666666666666664
CoRe-WM old,boxing,0,13,77.0
CoRe-WM old,boxing,0,14,58.0
CoRe-WM old,boxing,0,15,61.666666666666664
CoRe-WM old,boxing,0,16,71.0
CoRe-WM old,boxing,0,17,49.333333333333336
CoRe-WM old,boxing,0,18,71.0
CoRe-WM old,boxing,0,19,75.66666666666667
CoRe-WM old,boxing,1,0,3.5
CoRe-WM old,boxing,1,1,1.3333333333333333
CoRe-WM old,boxing,1,2,3.6666666666666665
CoRe-WM old,boxing,1,3,0.3333333333333333
CoRe-WM old,boxing,1,4,12.0
CoRe-WM old,boxing,1,5,28.333333333333332
CoRe-WM old,boxing,1,6,15.5
CoRe-WM old,boxing,1,7,26.333333333333332
CoRe-WM old,boxing,1,8,48.75
CoRe-WM old,boxing,1,9,47.25
CoRe-WM old,boxing,1,10,49.0
CoRe-WM old,boxing,1,11,51.8
CoRe-WM old,boxing,1,12,60.166666666666664
CoRe-WM old,boxing,1,13,58.25
CoRe-WM old,boxing,1,14,63.42857142857143
CoRe-WM old,boxing,1,15,63.714285714285715
CoRe-WM old,boxing,1,16,65.66666666666667
CoRe-WM old,boxing,1,17,71.77777777777777
CoRe-WM old,boxing,1,18,71.375
CoRe-WM old,boxing,1,19,71.875
CoRe-WM old,boxing,2,0,-4.0
CoRe-WM old,boxing,2,1,0.0
CoRe-WM old,boxing,2,2,-4.0
CoRe-WM old,boxing,2,3,-13.0
CoRe-WM old,boxing,2,4,-0.3333333333333333
CoRe-WM old,boxing,2,5,-2.0
CoRe-WM old,boxing,2,6,25.333333333333332
CoRe-WM old,boxing,2,7,20.666666666666668
CoRe-WM old,boxing,2,8,23.0
CoRe-WM old,boxing,2,9,40.666666666666664
CoRe-WM old,boxing,2,10,46.333333333333336
CoRe-WM old,boxing,2,11,56.0
CoRe-WM old,boxing,2,12,56.25
CoRe-WM old,boxing,2,13,59.8
CoRe-WM old,boxing,2,14,68.4
CoRe-WM old,boxing,2,15,67.6
CoRe-WM old,boxing,2,16,65.85714285714286
CoRe-WM old,boxing,2,17,78.125
CoRe-WM old,boxing,2,18,81.1
CoRe-WM old,boxing,2,19,72.375
CoRe-WM old,boxing,3,0,-1.5
CoRe-WM old,boxing,3,1,0.3333333333333333
CoRe-WM old,boxing,3,2,-8.333333333333334
CoRe-WM old,boxing,3,3,-8.333333333333334
CoRe-WM old,boxing,3,4,2.0
CoRe-WM old,boxing,3,5,1.0
CoRe-WM old,boxing,3,6,16.333333333333332
CoRe-WM old,boxing,3,7,8.0
CoRe-WM old,boxing,3,8,37.25
CoRe-WM old,boxing,3,9,45.25
CoRe-WM old,boxing,3,10,44.333333333333336
CoRe-WM old,boxing,3,11,58.0
CoRe-WM old,boxing,3,12,68.71428571428571
CoRe-WM old,boxing,3,13,75.0
CoRe-WM old,boxing,3,14,70.25
CoRe-WM old,boxing,3,15,78.44444444444444
CoRe-WM old,boxing,3,16,74.77777777777777
CoRe-WM old,boxing,3,17,84.22222222222223
CoRe-WM old,boxing,3,18,73.7
CoRe-WM old,boxing,3,19,77.1
CoRe-WM old,boxing,4,0,7.0
CoRe-WM old,boxing,4,1,-2.3333333333333335
CoRe-WM old,boxing,4,2,-21.0
CoRe-WM old,boxing,4,3,-8.666666666666666
CoRe-WM old,boxing,4,4,16.0
CoRe-WM old,boxing,4,5,23.0
CoRe-WM old,boxing,4,6,17.666666666666668
CoRe-WM old,boxing,4,7,59.333333333333336
CoRe-WM old,boxing,4,8,65.0
CoRe-WM old,boxing,4,9,53.666666666666664
CoRe-WM old,boxing,4,10,43.0
CoRe-WM old,boxing,4,11,62.666666666666664
CoRe-WM old,boxing,4,12,49.25
CoRe-WM old,boxing,4,13,60.75
CoRe-WM old,boxing,4,14,72.2
CoRe-WM old,boxing,4,15,70.0
CoRe-WM old,boxing,4,16,63.857142857142854
CoRe-WM old,boxing,4,17,61.6
CoRe-WM old,boxing,4,18,69.71428571428571
CoRe-WM old,boxing,4,19,70.125
CoRe-WM old,breakout,0,0,1.2307692307692308
CoRe-WM old,breakout,0,1,1.625
CoRe-WM old,breakout,0,2,1.0
CoRe-WM old,breakout,0,3,2.0416666666666665
CoRe-WM old,breakout,0,4,4.473684210526316
CoRe-WM old,breakout,0,5,7.157894736842105
CoRe-WM old,breakout,0,6,5.0
CoRe-WM old,breakout,0,7,5.647058823529412
CoRe-WM old,breakout,0,8,5.882352941176471
CoRe-WM old,breakout,0,9,4.368421052631579
CoRe-WM old,breakout,0,10,5.875
CoRe-WM old,breakout,0,11,5.333333333333333
CoRe-WM old,breakout,0,12,5.176470588235294
CoRe-WM old,breakout,0,13,7.875
CoRe-WM old,breakout,0,14,7.0588235294117645
CoRe-WM old,breakout,0,15,5.0
CoRe-WM old,breakout,0,16,6.8
CoRe-WM old,breakout,0,17,7.214285714285714
CoRe-WM old,breakout,0,18,8.307692307692308
CoRe-WM old,breakout,0,19,6.2
CoRe-WM old,breakout,1,0,0.9629629629629629
CoRe-WM old,breakout,1,1,1.1071428571428572
CoRe-WM old,breakout,1,2,2.125
CoRe-WM old,breakout,1,3,3.3333333333333335
CoRe-WM old,breakout,1,4,2.0
CoRe-WM old,breakout,1,5,1.0
CoRe-WM old,breakout,1,6,0.4
CoRe-WM old,breakout,1,7,2.5
CoRe-WM old,breakout,1,8,2.727272727272727
CoRe-WM old,breakout,1,9,2.6153846153846154
CoRe-WM old,breakout,1,10,1.9411764705882353
CoRe-WM old,breakout,1,11,1.894736842105263
CoRe-WM old,breakout,1,12,2.2
CoRe-WM old,breakout,1,13,2.6
CoRe-WM old,breakout,1,14,2.5
CoRe-WM old,breakout,1,15,2.6923076923076925
CoRe-WM old,breakout,1,16,3.1666666666666665
CoRe-WM old,breakout,1,17,4.0
CoRe-WM old,breakout,1,18,4.875
CoRe-WM old,breakout,1,19,5.166666666666667
CoRe-WM old,breakout,2,0,1.44
CoRe-WM old,breakout,2,1,1.16
CoRe-WM old,breakout,2,2,1.4615384615384615
CoRe-WM old,breakout,2,4,0.7222222222222222
CoRe-WM old,breakout,2,5,1.8181818181818181
CoRe-WM old,breakout,2,6,2.75
CoRe-WM old,breakout,2,7,4.071428571428571
CoRe-WM old,breakout,2,8,3.769230769230769
CoRe-WM old,breakout,2,9,4.6875
CoRe-WM old,breakout,2,10,4.411764705882353
CoRe-WM old,breakout,2,11,4.3125
CoRe-WM old,breakout,2,12,4.6875
CoRe-WM old,breakout,2,13,5.0
CoRe-WM old,breakout,2,14,5.714285714285714
CoRe-WM old,breakout,2,15,5.545454545454546
CoRe-WM old,breakout,2,16,6.444444444444445
CoRe-WM old,breakout,2,17,6.0
CoRe-WM old,breakout,2,18,7.2727272727272725
CoRe-WM old,breakout,2,19,8.454545454545455
CoRe-WM old,breakout,3,0,1.8333333333333333
CoRe-WM old,breakout,3,1,1.2173913043478262
CoRe-WM old,breakout,3,2,1.8181818181818181
CoRe-WM old,breakout,3,3,1.25
CoRe-WM old,breakout,3,4,2.3333333333333335
CoRe-WM old,breakout,3,5,2.1666666666666665
CoRe-WM old,breakout,3,6,1.4545454545454546
CoRe-WM old,breakout,3,7,1.5833333333333333
CoRe-WM old,breakout,3,8,3.857142857142857
CoRe-WM old,breakout,3,9,4.277777777777778
CoRe-WM old,breakout,3,10,3.6
CoRe-WM old,breakout,3,11,3.6
CoRe-WM old,breakout,3,12,5.8125
CoRe-WM old,breakout,3,13,7.0
CoRe-WM old,breakout,3,14,3.888888888888889
CoRe-WM old,breakout,3,15,5.9375
CoRe-WM old,breakout,3,16,5.2
CoRe-WM old,breakout,3,17,4.823529411764706
CoRe-WM old,breakout,3,18,5.75
CoRe-WM old,breakout,3,19,5.066666666666666
CoRe-WM old,breakout,4,0,1.037037037037037
CoRe-WM old,breakout,4,1,1.3478260869565217
CoRe-WM old,breakout,4,2,1.3333333333333333
CoRe-WM old,breakout,4,3,0.7777777777777778
CoRe-WM old,breakout,4,4,1.3636363636363635
CoRe-WM old,breakout,4,5,2.1
CoRe-WM old,breakout,4,6,4.0
CoRe-WM old,breakout,4,7,3.142857142857143
CoRe-WM old,breakout,4,8,3.0
CoRe-WM old,breakout,4,9,2.857142857142857
CoRe-WM old,breakout,4,10,3.857142857142857
CoRe-WM old,breakout,4,11,4.3
CoRe-WM old,breakout,4,12,5.0
CoRe-WM old,breakout,4,13,5.285714285714286
CoRe-WM old,breakout,4,14,5.25
CoRe-WM old,breakout,4,15,5.153846153846154
CoRe-WM old,breakout,4,16,6.076923076923077
CoRe-WM old,breakout,4,17,6.166666666666667
CoRe-WM old,breakout,4,18,6.181818181818182
CoRe-WM old,breakout,4,19,6.0
CoRe-WM old,chopper_command,0,0,866.6666666666666
CoRe-WM old,chopper_command,0,1,820.0
CoRe-WM old,chopper_command,0,2,740.0
CoRe-WM old,chopper_command,0,3,628.5714285714286
CoRe-WM old,chopper_command,0,4,612.5
CoRe-WM old,chopper_command,0,5,600.0
CoRe-WM old,chopper_command,0,6,454.54545454545456
CoRe-WM old,chopper_command,0,7,937.5
CoRe-WM old,chopper_command,0,8,1216.6666666666667
CoRe-WM old,chopper_command,0,9,1100.0
CoRe-WM old,chopper_command,0,10,1050.0
CoRe-WM old,chopper_command,0,11,1000.0
CoRe-WM old,chopper_command,0,12,1125.0
CoRe-WM old,chopper_command,0,13,988.8888888888889
CoRe-WM old,chopper_command,0,14,1128.5714285714287
CoRe-WM old,chopper_command,0,15,1080.0
CoRe-WM old,chopper_command,0,16,1188.888888888889
CoRe-WM old,chopper_command,0,17,1157.142857142857
CoRe-WM old,chopper_command,0,18,1183.3333333333333
CoRe-WM old,chopper_command,0,19,1700.0
CoRe-WM old,chopper_command,1,0,625.0
CoRe-WM old,chopper_command,1,1,900.0
CoRe-WM old,chopper_command,1,2,814.2857142857143
CoRe-WM old,chopper_command,1,3,522.2222222222222
CoRe-WM old,chopper_command,1,4,790.0
CoRe-WM old,chopper_command,1,5,670.0
CoRe-WM old,chopper_command,1,6,690.0
CoRe-WM old,chopper_command,1,7,850.0
CoRe-WM old,chopper_command,1,8,750.0
CoRe-WM old,chopper_command,1,9,618.1818181818181
CoRe-WM old,chopper_command,1,10,772.7272727272727
CoRe-WM old,chopper_command,1,11,770.0
CoRe-WM old,chopper_command,1,12,944.4444444444445
CoRe-WM old,chopper_command,1,13,914.2857142857143
CoRe-WM old,chopper_command,1,14,1033.3333333333333
CoRe-WM old,chopper_command,1,15,860.0
CoRe-WM old,chopper_command,1,16,950.0
CoRe-WM old,chopper_command,1,17,846.1538461538462
CoRe-WM old,chopper_command,1,18,936.3636363636364
CoRe-WM old,chopper_command,1,19,785.7142857142857
CoRe-WM old,chopper_command,2,0,966.6666666666666
CoRe-WM old,chopper_command,2,1,760.0
CoRe-WM old,chopper_command,2,2,742.8571428571429
CoRe-WM old,chopper_command,2,3,671.4285714285714
CoRe-WM old,chopper_command,2,4,775.0
CoRe-WM old,chopper_command,2,5,787.5
CoRe-WM old,chopper_command,2,6,800.0
CoRe-WM old,chopper_command,2,7,714.2857142857143
CoRe-WM old,chopper_command,2,8,690.0
CoRe-WM old,chopper_command,2,9,630.0
CoRe-WM old,chopper_command,2,10,822.2222222222222
CoRe-WM old,chopper_command,2,11,963.6363636363636
CoRe-WM old,chopper_command,2,12,936.3636363636364
CoRe-WM old,chopper_command,2,13,845.4545454545455
CoRe-WM old,chopper_command,2,14,1000.0
CoRe-WM old,chopper_command,2,15,955.5555555555555
CoRe-WM old,chopper_command,2,16,972.7272727272727
CoRe-WM old,chopper_command,2,17,1271.4285714285713
CoRe-WM old,chopper_command,2,18,1125.0
CoRe-WM old,chopper_command,2,19,1328.5714285714287
CoRe-WM old,chopper_command,3,0,650.0
CoRe-WM old,chopper_command,3,1,860.0
CoRe-WM old,chopper_command,3,2,933.3333333333334
CoRe-WM old,chopper_command,3,3,342.85714285714283
CoRe-WM old,chopper_command,3,4,514.2857142857143
CoRe-WM old,chopper_command,3,5,600.0
CoRe-WM old,chopper_command,3,6,633.3333333333334
CoRe-WM old,chopper_command,3,7,750.0
CoRe-WM old,chopper_command,3,8,762.5
CoRe-WM old,chopper_command,3,9,712.5
CoRe-WM old,chopper_command,3,10,688.8888888888889
CoRe-WM old,chopper_command,3,11,812.5
CoRe-WM old,chopper_command,3,12,962.5
CoRe-WM old,chopper_command,3,13,630.0
CoRe-WM old,chopper_command,3,14,616.6666666666666
CoRe-WM old,chopper_command,3,15,633.3333333333334
CoRe-WM old,chopper_command,3,16,855.5555555555555
CoRe-WM old,chopper_command,3,17,837.5
CoRe-WM old,chopper_command,3,18,720.0
CoRe-WM old,chopper_command,3,19,900.0
CoRe-WM old,chopper_command,4,0,675.0
CoRe-WM old,chopper_command,4,1,671.4285714285714
CoRe-WM old,chopper_command,4,2,900.0
CoRe-WM old,chopper_command,4,3,492.3076923076923
CoRe-WM old,chopper_command,4,4,526.6666666666666
CoRe-WM old,chopper_command,4,5,755.5555555555555
CoRe-WM old,chopper_command,4,6,837.5
CoRe-WM old,chopper_command,4,7,880.0
CoRe-WM old,chopper_command,4,8,944.4444444444445
CoRe-WM old,chopper_command,4,9,788.8888888888889
CoRe-WM old,chopper_command,4,10,955.5555555555555
CoRe-WM old,chopper_command,4,11,766.6666666666666
CoRe-WM old,chopper_command,4,12,875.0
CoRe-WM old,chopper_command,4,13,983.3333333333334
CoRe-WM old,chopper_command,4,14,936.3636363636364
CoRe-WM old,chopper_command,4,15,1100.0
CoRe-WM old,chopper_command,4,16,1010.0
CoRe-WM old,chopper_command,4,17,1255.5555555555557
CoRe-WM old,chopper_command,4,18,1000.0
CoRe-WM old,chopper_command,4,19,1500.0
CoRe-WM old,crazy_climber,0,0,7800.0
CoRe-WM old,crazy_climber,0,1,6600.0
CoRe-WM old,crazy_climber,0,2,11000.0
CoRe-WM old,crazy_climber,0,3,11000.0
CoRe-WM old,crazy_climber,0,4,19000.0
CoRe-WM old,crazy_climber,0,5,23400.0
CoRe-WM old,crazy_climber,0,6,27950.0
CoRe-WM old,crazy_climber,0,7,26650.0
CoRe-WM old,crazy_climber,0,8,37200.0
CoRe-WM old,crazy_climber,0,9,35700.0
CoRe-WM old,crazy_climber,0,10,30800.0
CoRe-WM old,crazy_climber,0,11,30350.0
CoRe-WM old,crazy_climber,0,12,62300.0
CoRe-WM old,crazy_climber,0,13,46600.0
CoRe-WM old,crazy_climber,0,14,36050.0
CoRe-WM old,crazy_climber,0,15,49200.0
CoRe-WM old,crazy_climber,0,16,53950.0
CoRe-WM old,crazy_climber,0,17,64900.0
CoRe-WM old,crazy_climber,0,18,90800.0
CoRe-WM old,crazy_climber,0,19,41250.0
CoRe-WM old,crazy_climber,1,0,7200.0
CoRe-WM old,crazy_climber,1,1,6950.0
CoRe-WM old,crazy_climber,1,2,10350.0
CoRe-WM old,crazy_climber,1,3,11000.0
CoRe-WM old,crazy_climber,1,4,18300.0
CoRe-WM old,crazy_climber,1,5,23200.0
CoRe-WM old,crazy_climber,1,6,29500.0
CoRe-WM old,crazy_climber,1,7,35350.0
CoRe-WM old,crazy_climber,1,8,30900.0
CoRe-WM old,crazy_climber,1,9,33700.0
CoRe-WM old,crazy_climber,1,10,35200.0
CoRe-WM old,crazy_climber,1,11,29550.0
CoRe-WM old,crazy_climber,1,12,40650.0
CoRe-WM old,crazy_climber,1,13,51500.0
CoRe-WM old,crazy_climber,1,14,44600.0
CoRe-WM old,crazy_climber,1,15,34033.333333333336
CoRe-WM old,crazy_climber,1,16,36550.0
CoRe-WM old,crazy_climber,1,17,78900.0
CoRe-WM old,crazy_climber,1,18,36500.0
CoRe-WM old,crazy_climber,1,19,68850.0
CoRe-WM old,crazy_climber,2,0,5800.0
CoRe-WM old,crazy_climber,2,1,9400.0
CoRe-WM old,crazy_climber,2,2,18500.0
CoRe-WM old,crazy_climber,2,3,11000.0
CoRe-WM old,crazy_climber,2,4,24450.0
CoRe-WM old,crazy_climber,2,5,19900.0
CoRe-WM old,crazy_climber,2,6,24350.0
CoRe-WM old,crazy_climber,2,7,19900.0
CoRe-WM old,crazy_climber,2,8,32400.0
CoRe-WM old,crazy_climber,2,9,38000.0
CoRe-WM old,crazy_climber,2,10,66300.0
CoRe-WM old,crazy_climber,2,11,31500.0
CoRe-WM old,crazy_climber,2,12,62200.0
CoRe-WM old,crazy_climber,2,13,34600.0
CoRe-WM old,crazy_climber,2,14,89800.0
CoRe-WM old,crazy_climber,2,15,35000.0
CoRe-WM old,crazy_climber,2,16,38500.0
CoRe-WM old,crazy_climber,2,17,41400.0
CoRe-WM old,crazy_climber,2,18,43500.0
CoRe-WM old,crazy_climber,2,19,86200.0
CoRe-WM old,crazy_climber,3,0,11500.0
CoRe-WM old,crazy_climber,3,1,5450.0
CoRe-WM old,crazy_climber,3,2,10400.0
CoRe-WM old,crazy_climber,3,3,11000.0
CoRe-WM old,crazy_climber,3,4,30000.0
CoRe-WM old,crazy_climber,3,5,19800.0
CoRe-WM old,crazy_climber,3,6,34250.0
CoRe-WM old,crazy_climber,3,7,25500.0
CoRe-WM old,crazy_climber,3,8,52550.0
CoRe-WM old,crazy_climber,3,9,41200.0
CoRe-WM old,crazy_climber,3,10,86100.0
CoRe-WM old,crazy_climber,3,11,50100.0
CoRe-WM old,crazy_climber,3,12,78900.0
CoRe-WM old,crazy_climber,3,13,42750.0
CoRe-WM old,crazy_climber,3,14,47900.0
CoRe-WM old,crazy_climber,3,15,45066.666666666664
CoRe-WM old,crazy_climber,3,16,25900.0
CoRe-WM old,crazy_climber,3,17,57200.0
CoRe-WM old,crazy_climber,3,18,74100.0
CoRe-WM old,crazy_climber,3,19,29700.0
CoRe-WM old,crazy_climber,4,0,8200.0
CoRe-WM old,crazy_climber,4,1,7200.0
CoRe-WM old,crazy_climber,4,2,21300.0
CoRe-WM old,crazy_climber,4,3,11000.0
CoRe-WM old,crazy_climber,4,4,25500.0
CoRe-WM old,crazy_climber,4,5,32750.0
CoRe-WM old,crazy_climber,4,6,18900.0
CoRe-WM old,crazy_climber,4,7,32450.0
CoRe-WM old,crazy_climber,4,8,56550.0
CoRe-WM old,crazy_climber,4,9,29700.0
CoRe-WM old,crazy_climber,4,10,42900.0
CoRe-WM old,crazy_climber,4,11,54300.0
CoRe-WM old,crazy_climber,4,12,25900.0
CoRe-WM old,crazy_climber,4,13,62450.0
CoRe-WM old,crazy_climber,4,14,99100.0
CoRe-WM old,crazy_climber,4,15,74750.0
CoRe-WM old,crazy_climber,4,16,51300.0
CoRe-WM old,crazy_climber,4,17,58100.0
CoRe-WM old,crazy_climber,4,18,38650.0
CoRe-WM old,crazy_climber,4,19,36000.0
CoRe-WM old,demon_attack,0,0,162.5
CoRe-WM old,demon_attack,0,1,196.66666666666666
CoRe-WM old,demon_attack,0,2,201.66666666666666
CoRe-WM old,demon_attack,0,3,127.0
CoRe-WM old,demon_attack,0,4,276.25
CoRe-WM old,demon_attack,0,5,548.3333333333334
CoRe-WM old,demon_attack,0,6,873.3333333333334
CoRe-WM old,demon_attack,0,7,260.0
CoRe-WM old,demon_attack,0,8,273.75
CoRe-WM old,demon_attack,0,9,341.0
CoRe-WM old,demon_attack,0,10,152.5
CoRe-WM old,demon_attack,0,11,228.33333333333334
CoRe-WM old,demon_attack,0,12,276.6666666666667
CoRe-WM old,demon_attack,0,13,196.66666666666666
CoRe-WM old,demon_attack,0,14,171.42857142857142
CoRe-WM old,demon_attack,0,15,214.375
CoRe-WM old,demon_attack,0,16,190.0
CoRe-WM old,demon_attack,0,17,117.22222222222223
CoRe-WM old,demon_attack,0,18,181.66666666666666
CoRe-WM old,demon_attack,0,19,253.33333333333334
CoRe-WM old,demon_attack,1,0,225.0
CoRe-WM old,demon_attack,1,1,117.85714285714286
CoRe-WM old,demon_attack,1,2,185.0
CoRe-WM old,demon_attack,1,3,190.0
CoRe-WM old,demon_attack,1,4,415.0
CoRe-WM old,demon_attack,1,5,148.33333333333334
CoRe-WM old,demon_attack,1,6,195.0
CoRe-WM old,demon_attack,1,7,621.25
CoRe-WM old,demon_attack,1,8,860.0
CoRe-WM old,demon_attack,1,9,342.5
CoRe-WM old,demon_attack,1,10,231.0
CoRe-WM old,demon_attack,1,11,182.5
CoRe-WM old,demon_attack,1,12,726.6666666666666
CoRe-WM old,demon_attack,1,13,285.0
CoRe-WM old,demon_attack,1,14,180.83333333333334
CoRe-WM old,demon_attack,1,15,196.66666666666666
CoRe-WM old,demon_attack,1,16,210.0
CoRe-WM old,demon_attack,1,17,250.0
CoRe-WM old,demon_attack,1,18,134.28571428571428
CoRe-WM old,demon_attack,1,19,168.33333333333334
CoRe-WM old,demon_attack,2,0,175.0
CoRe-WM old,demon_attack,2,1,100.0
CoRe-WM old,demon_attack,2,2,196.66666666666666
CoRe-WM old,demon_attack,2,3,303.75
CoRe-WM old,demon_attack,2,4,253.75
CoRe-WM old,demon_attack,2,5,242.0
CoRe-WM old,demon_attack,2,6,184.16666666666666
CoRe-WM old,demon_attack,2,7,229.16666666666666
CoRe-WM old,demon_attack,2,8,170.0
CoRe-WM old,demon_attack,2,9,270.0
CoRe-WM old,demon_attack,2,10,220.0
CoRe-WM old,demon_attack,2,11,167.85714285714286
CoRe-WM old,demon_attack,2,12,258.0
CoRe-WM old,demon_attack,2,13,179.28571428571428
CoRe-WM old,demon_attack,2,14,289.2857142857143
CoRe-WM old,demon_attack,2,15,257.0
CoRe-WM old,demon_attack,2,16,193.33333333333334
CoRe-WM old,demon_attack,2,17,178.75
CoRe-WM old,demon_attack,2,18,189.28571428571428
CoRe-WM old,demon_attack,2,19,566.6666666666666
CoRe-WM old,demon_attack,3,0,173.33333333333334
CoRe-WM old,demon_attack,3,1,340.0
CoRe-WM old,demon_attack,3,2,203.33333333333334
CoRe-WM old,demon_attack,3,3,183.0
CoRe-WM old,demon_attack,3,4,178.0
CoRe-WM old,demon_attack,3,5,235.0
CoRe-WM old,demon_attack,3,6,272.5
CoRe-WM old,demon_attack,3,7,116.0
CoRe-WM old,demon_attack,3,8,126.66666666666667
CoRe-WM old,demon_attack,3,9,223.75
CoRe-WM old,demon_attack,3,10,179.16666666666666
CoRe-WM old,demon_attack,3,11,595.0
CoRe-WM old,demon_attack,3,12,283.0
CoRe-WM old,demon_attack,3,13,447.5
CoRe-WM old,demon_attack,3,14,127.5
CoRe-WM old,demon_attack,3,15,232.0
CoRe-WM old,demon_attack,3,16,214.16666666666666
CoRe-WM old,demon_attack,3,17,185.0
CoRe-WM old,demon_attack,3,18,270.8333333333333
CoRe-WM old,demon_attack,3,19,508.0
CoRe-WM old,demon_attack,4,0,109.16666666666667
CoRe-WM old,demon_attack,4,1,225.0
CoRe-WM old,demon_attack,4,2,257.5
CoRe-WM old,demon_attack,4,3,205.0
CoRe-WM old,demon_attack,4,4,257.5
CoRe-WM old,demon_attack,4,5,260.0
CoRe-WM old,demon_attack,4,6,117.14285714285714
CoRe-WM old,demon_attack,4,7,392.0
CoRe-WM old,demon_attack,4,8,137.5
CoRe-WM old,demon_attack,4,9,256.25
CoRe-WM old,demon_attack,4,10,159.0
CoRe-WM old,demon_attack,4,11,488.75
CoRe-WM old,demon_attack,4,12,215.0
CoRe-WM old,demon_attack,4,13,183.33333333333334
CoRe-WM old,demon_attack,4,14,165.71428571428572
CoRe-WM old,demon_attack,4,15,281.25
CoRe-WM old,demon_attack,4,16,137.5
CoRe-WM old,demon_attack,4,17,358.3333333333333
CoRe-WM old,demon_attack,4,18,240.0
CoRe-WM old,demon_attack,4,19,190.83333333333334
CoRe-WM old,freeway,0,0,0.0
CoRe-WM old,freeway,0,1,0.0
CoRe-WM old,freeway,0,2,0.0
CoRe-WM old,freeway,0,3,0.0
CoRe-WM old,freeway,0,4,0.0
CoRe-WM old,freeway,0,5,0.0
CoRe-WM old,freeway,0,6,0.0
CoRe-WM old,freeway,0,7,0.0
CoRe-WM old,freeway,0,8,0.0
CoRe-WM old,freeway,0,9,0.0
CoRe-WM old,freeway,0,10,0.0
CoRe-WM old,freeway,0,11,0.0
CoRe-WM old,freeway,0,12,0.0
CoRe-WM old,freeway,0,13,0.0
CoRe-WM old,freeway,0,14,0.0
CoRe-WM old,freeway,0,15,0.0
CoRe-WM old,freeway,0,16,0.0
CoRe-WM old,freeway,0,17,0.0
CoRe-WM old,freeway,0,18,0.0
CoRe-WM old,freeway,0,19,0.0
CoRe-WM old,freeway,1,0,0.0
CoRe-WM old,freeway,1,1,0.0
CoRe-WM old,freeway,1,2,0.0
CoRe-WM old,freeway,1,3,0.0
CoRe-WM old,freeway,1,4,0.0
CoRe-WM old,freeway,1,5,0.0
CoRe-WM old,freeway,1,6,0.0
CoRe-WM old,freeway,1,7,0.0
CoRe-WM old,freeway,1,8,0.0
CoRe-WM old,freeway,1,9,0.0
CoRe-WM old,freeway,1,10,0.0
CoRe-WM old,freeway,1,11,0.0
CoRe-WM old,freeway,1,12,0.0
CoRe-WM old,freeway,1,13,0.0
CoRe-WM old,freeway,1,14,0.0
CoRe-WM old,freeway,1,15,0.0
CoRe-WM old,freeway,1,16,0.0
CoRe-WM old,freeway,1,17,0.0
CoRe-WM old,freeway,1,18,0.0
CoRe-WM old,freeway,1,19,0.0
CoRe-WM old,freeway,2,0,0.0
CoRe-WM old,freeway,2,1,0.0
CoRe-WM old,freeway,2,2,0.0
CoRe-WM old,freeway,2,3,0.0
CoRe-WM old,freeway,2,4,0.0
CoRe-WM old,freeway,2,5,0.0
CoRe-WM old,freeway,2,6,0.0
CoRe-WM old,freeway,2,7,0.0
CoRe-WM old,freeway,2,8,0.0
CoRe-WM old,freeway,2,9,0.0
CoRe-WM old,freeway,2,10,0.0
CoRe-WM old,freeway,2,11,0.0
CoRe-WM old,freeway,2,12,0.0
CoRe-WM old,freeway,2,13,0.0
CoRe-WM old,freeway,2,14,0.0
CoRe-WM old,freeway,2,15,0.0
CoRe-WM old,freeway,2,16,0.0
CoRe-WM old,freeway,2,17,0.0
CoRe-WM old,freeway,2,18,0.0
CoRe-WM old,freeway,2,19,0.0
CoRe-WM old,freeway,3,0,0.0
CoRe-WM old,freeway,3,1,0.0
CoRe-WM old,freeway,3,2,0.0
CoRe-WM old,freeway,3,3,0.0
CoRe-WM old,freeway,3,4,0.0
CoRe-WM old,freeway,3,5,0.0
CoRe-WM old,freeway,3,6,0.0
CoRe-WM old,freeway,3,7,0.0
CoRe-WM old,freeway,3,8,0.0
CoRe-WM old,freeway,3,9,0.0
CoRe-WM old,freeway,3,10,0.0
CoRe-WM old,freeway,3,11,0.0
CoRe-WM old,freeway,3,12,0.0
CoRe-WM old,freeway,3,13,0.0
CoRe-WM old,freeway,3,14,0.0
CoRe-WM old,freeway,3,15,0.0
CoRe-WM old,freeway,3,16,0.0
CoRe-WM old,freeway,3,17,0.0
CoRe-WM old,freeway,3,18,0.0
CoRe-WM old,freeway,3,19,0.0
CoRe-WM old,freeway,4,0,0.0
CoRe-WM old,freeway,4,1,0.0
CoRe-WM old,freeway,4,2,0.0
CoRe-WM old,freeway,4,3,0.0
CoRe-WM old,freeway,4,4,0.0
CoRe-WM old,freeway,4,5,0.0
CoRe-WM old,freeway,4,6,0.0
CoRe-WM old,freeway,4,7,0.0
CoRe-WM old,freeway,4,8,0.0
CoRe-WM old,freeway,4,9,0.0
CoRe-WM old,freeway,4,10,0.0
CoRe-WM old,freeway,4,11,0.0
