method,game,bin,mean,std,seeds,sem,agent_steps,checkpoint
Harmony,boxing,,-25.020000000000003,36.478719824028914,5,16.313779451739563,10000.0,10000.0
Harmony,boxing,,13.16,12.58443483037677,5,5.627930347827698,20000.0,20000.0
Harmony,boxing,,19.259999999999998,23.047841547528915,5,10.30730808698372,30000.0,30000.0
Harmony,boxing,,29.919999999999998,22.450434294240274,5,10.040139441262752,40000.0,40000.0
Harmony,boxing,,31.24,29.805586724639394,5,13.329463605111798,50000.0,50000.0
Harmony,boxing,,33.779999999999994,39.88153708171238,5,17.835565592377492,60000.0,60000.0
Harmony,boxing,,42.54,28.824867736036534,5,12.89087274004363,70000.0,70000.0
Harmony,boxing,,49.4,23.4644411823508,5,10.493617107556386,80000.0,80000.0
Harmony,boxing,,47.879999999999995,23.138215142918867,5,10.347724387516319,90000.0,90000.0
Harmony,boxing,,60.54600000000001,15.777044400013583,5,7.055708752492551,100000.0,100000.0
Harmony,breakout,,1.3599999999999999,0.3507135583350035,5,0.15684387141358117,10000.0,10000.0
Harmony,breakout,,2.42,1.5514509338035798,5,0.6938299503480662,20000.0,20000.0
Harmony,breakout,,4.1,1.2429802894656052,5,0.5558776843874917,30000.0,30000.0
Harmony,breakout,,3.9799999999999995,1.2070625501605126,5,0.5398147830506311,40000.0,40000.0
Harmony,breakout,,3.3600000000000003,0.7402702209328699,5,0.33105890714493696,50000.0,50000.0
Harmony,breakout,,4.32,1.2696456198483101,5,0.5678027826631356,60000.0,60000.0
Harmony,breakout,,4.62,1.143241006962224,5,0.5112729212465686,70000.0,70000.0
Harmony,breakout,,5.7,1.11579568022107,5,0.498998997994986,80000.0,80000.0
Harmony,breakout,,6.44,1.114899098573499,5,0.4985980344927165,90000.0,90000.0
Harmony,breakout,,7.15,0.4987985565335971,5,0.223069495897579,100000.0,100000.0
Harmony,chopper_command,,712.0,386.2253228362946,5,172.72521529875132,10000.0,10000.0
Harmony,chopper_command,,596.0,182.4280680158621,5,81.58431221748457,20000.0,20000.0
Harmony,chopper_command,,848.0,231.01947969814148,5,103.31505214633539,30000.0,30000.0
Harmony,chopper_command,,922.0,286.30403420140624,5,128.0390565413538,40000.0,40000.0
Harmony,chopper_command,,906.0,181.190507477627,5,81.03085831953157,50000.0,50000.0
Harmony,chopper_command,,1036.0,212.43822631532208,5,95.00526301210897,60000.0,60000.0
Harmony,chopper_command,,1242.0,117.55849607748475,5,52.57375771237965,70000.0,70000.0
Harmony,chopper_command,,1006.0,236.38950907347814,5,105.71660229122008,80000.0,80000.0
Harmony,chopper_command,,1234.0,160.40573555830227,5,71.7356257378438,90000.0,90000.0
Harmony,chopper_command,,1232.8,162.34592695845498,5,72.6033057098642,100000.0,100000.0
Harmony,crazy_climber,,12478.0,6308.50378457523,5,2821.248659724981,10000.0,10000.0
Harmony,crazy_climber,,19970.0,7087.235003864342,5,3169.5078482313306,20000.0,20000.0
Harmony,crazy_climber,,29032.0,9804.98189697462,5,4384.9212079580175,30000.0,30000.0
Harmony,crazy_climber,,34566.0,8827.812866163396,5,3947.9179322777213,40000.0,40000.0
Harmony,crazy_climber,,43690.0,13110.928647506247,5,5863.385540794669,50000.0,50000.0
Harmony,crazy_climber,,44524.0,9671.718047999539,5,4325.323802907708,60000.0,60000.0
Harmony,crazy_climber,,45558.0,7223.265881857043,5,3230.342706277462,70000.0,70000.0
Harmony,crazy_climber,,48964.0,6819.408332106238,5,3049.732119383602,80000.0,80000.0
Harmony,crazy_climber,,56366.0,15578.158748709682,5,6966.764385279583,90000.0,90000.0
Harmony,crazy_climber,,55687.8,9304.702773329194,5,4161.189582318979,100000.0,100000.0
Harmony,demon_attack,,122.6,56.52145610297031,5,25.27716360670239,10000.0,10000.0
Harmony,demon_attack,,346.0,143.318700803489,5,64.09407148871102,20000.0,20000.0
Harmony,demon_attack,,200.3,114.43972212479372,5,51.178999599445085,30000.0,30000.0
Harmony,demon_attack,,250.6,112.69172551700501,5,50.397271751554165,40000.0,40000.0
Harmony,demon_attack,,193.7,67.34296548266938,5,30.116689725134133,50000.0,50000.0
Harmony,demon_attack,,184.6,53.583346293414714,5,23.963200954797337,60000.0,60000.0
Harmony,demon_attack,,298.1,152.68816260601213,5,68.2842221893169,70000.0,70000.0
Harmony,demon_attack,,306.8,140.13636216200274,5,62.6708863827535,80000.0,80000.0
Harmony,demon_attack,,239.3,89.82594280050725,5,40.17138284898841,90000.0,90000.0
Harmony,demon_attack,,223.82,46.5703178000752,5,20.826879266947323,100000.0,100000.0
Harmony,freeway,,0.0,0.0,5,0.0,10000.0,10000.0
Harmony,freeway,,0.0,0.0,5,0.0,20000.0,20000.0
Harmony,freeway,,0.0,0.0,5,0.0,30000.0,30000.0
Harmony,freeway,,0.0,0.0,5,0.0,40000.0,40000.0
Harmony,freeway,,0.0,0.0,5,0.0,50000.0,50000.0
Harmony,freeway,,0.0,0.0,5,0.0,60000.0,60000.0
Harmony,freeway,,0.0,0.0,5,0.0,70000.0,70000.0
Harmony,freeway,,0.0,0.0,5,0.0,80000.0,80000.0
Harmony,freeway,,0.0,0.0,5,0.0,90000.0,90000.0
Harmony,freeway,,0.0,0.0,5,0.0,100000.0,100000.0
Harmony,frostbite,,102.6,42.31784493567696,5,18.925115587493778,10000.0,10000.0
Harmony,frostbite,,341.2,355.40990419514196,5,158.94414113140502,20000.0,20000.0
Harmony,frostbite,,370.8,336.301501632092,5,150.39860371692285,30000.0,30000.0
Harmony,frostbite,,653.8,618.3439172499395,5,276.5318064888739,40000.0,40000.0
Harmony,frostbite,,983.0,762.0183724819238,5,340.78497619466737,50000.0,50000.0
Harmony,frostbite,,969.6,872.0007454125255,5,389.970588634579,60000.0,60000.0
Harmony,frostbite,,1303.6,1021.6666775421425,5,456.90322826611765,70000.0,70000.0
Harmony,frostbite,,1665.0,998.1067077221753,5,446.3668894530596,80000.0,80000.0
Harmony,frostbite,,1628.6,995.0172360316177,5,444.98523571013004,90000.0,90000.0
Harmony,frostbite,,2008.1799999999998,1196.9249671554187,5,535.2811181052439,100000.0,100000.0
Harmony,gopher,,257.6,17.227884373886425,5,7.70454411370329,10000.0,10000.0
Harmony,gopher,,313.2,95.44212906258954,5,42.683017700251696,20000.0,20000.0
Harmony,gopher,,410.0,131.12589370524802,5,58.64128238706927,30000.0,30000.0
Harmony,gopher,,484.8,137.24139317275964,5,61.376216892213215,40000.0,40000.0
Harmony,gopher,,657.2,168.08093288651153,5,75.16807833116394,50000.0,50000.0
Harmony,gopher,,719.2,258.19604954375274,5,115.46878366034693,60000.0,60000.0
Harmony,gopher,,704.8,147.42862679954663,5,65.9320862706467,70000.0,70000.0
Harmony,gopher,,766.8,168.20582629623743,5,75.22393236198171,80000.0,80000.0
Harmony,gopher,,823.2,306.2306320406239,5,136.95050200711202,90000.0,90000.0
Harmony,gopher,,963.1600000000001,207.89085597976646,5,92.97161717427528,100000.0,100000.0
Harmony,hero,,1041.5,595.9955956213099,5,266.53733321994497,10000.0,10000.0
Harmony,hero,,2763.6,331.2935631732074,5,148.15898555268254,20000.0,20000.0
Harmony,hero,,2830.6,426.55178466394915,5,190.7597572864885,30000.0,30000.0
Harmony,hero,,2862.0,206.38647000227508,5,92.29883531226164,40000.0,40000.0
Harmony,hero,,3895.8,1294.8041647291689,5,579.0540259768514,50000.0,50000.0
Harmony,hero,,5207.7,3006.4342583865023,5,1344.5182743272771,60000.0,60000.0
Harmony,hero,,5676.0,2349.4764310373494,5,1050.717802266622,70000.0,70000.0
Harmony,hero,,6507.5,1765.7874659765823,5,789.684161548147,80000.0,80000.0
Harmony,hero,,7505.0,107.7914653393301,5,48.20580877861091,90000.0,90000.0
Harmony,hero,,8056.210000000001,1301.6995286931617,5,582.1377264874695,100000.0,100000.0
Harmony,jamesbond,,46.0,9.617692030835673,5,4.301162633521313,10000.0,10000.0
Harmony,jamesbond,,31.0,16.73320053068151,5,7.483314773547883,20000.0,20000.0
Harmony,jamesbond,,51.0,36.810324638611924,5,16.462077633154326,30000.0,30000.0
Harmony,jamesbond,,110.0,69.19176251549024,5,30.943496893531602,40000.0,40000.0
Harmony,jamesbond,,195.0,70.35623639735144,5,31.46426544510454,50000.0,50000.0
Harmony,jamesbond,,200.0,110.22703842524301,5,49.295030175464944,60000.0,60000.0
Harmony,jamesbond,,264.0,115.94179574251902,5,51.85074734273364,70000.0,70000.0
Harmony,jamesbond,,241.0,86.91950298983537,5,38.87158345115362,80000.0,80000.0
Harmony,jamesbond,,328.0,84.60200943240059,5,37.83516882478522,90000.0,90000.0
Harmony,jamesbond,,320.1,117.27073377445883,5,52.44506649819409,100000.0,100000.0
Harmony,kangaroo,,72.0,86.71793355471519,5,38.78143885933063,10000.0,10000.0
Harmony,kangaroo,,140.0,181.10770276274835,5,80.99382692526635,20000.0,20000.0
Harmony,kangaroo,,160.0,249.39927826679852,5,111.53474794878947,30000.0,30000.0
Harmony,kangaroo,,476.0,127.59310326189265,5,57.06137047074842,40000.0,40000.0
Harmony,kangaroo,,544.0,163.34013591276334,5,73.0479294709987,50000.0,50000.0
Harmony,kangaroo,,632.0,54.03702434442518,5,24.16609194718914,60000.0,60000.0
Harmony,kangaroo,,940.0,557.1355310873648,5,249.158584038359,70000.0,70000.0
Harmony,kangaroo,,1080.0,598.6651818838307,5,267.7312084909042,80000.0,80000.0
Harmony,kangaroo,,1608.0,1348.8217080103657,5,603.21140572771,90000.0,90000.0
Harmony,kangaroo,,1744.0,1438.5353662666762,5,643.3325734019692,100000.0,100000.0
Harmony,krull,,2216.0,346.57106053448837,5,154.99129007786212,10000.0,10000.0
Harmony,krull,,2704.0,690.7362014546509,5,308.9066201945177,20000.0,20000.0
Harmony,krull,,4755.4,755.5304758909464,5,337.8835006329844,30000.0,30000.0
Harmony,krull,,6150.2,978.7355107484351,5,437.70382680529536,40000.0,40000.0
Harmony,krull,,6476.6,552.4507217843054,5,247.06347362570614,50000.0,50000.0
Harmony,krull,,8645.6,2782.416988878554,5,1244.3347057765445,60000.0,60000.0
Harmony,krull,,7449.6,466.395540287426,5,208.57842649708525,70000.0,70000.0
Harmony,krull,,7439.4,618.3852359169,5,276.55028475848655,80000.0,80000.0
Harmony,krull,,8866.2,1076.0811772352492,5,481.2381323212033,90000.0,90000.0
Harmony,krull,,9124.0,1846.5971582887266,5,825.8233545983063,100000.0,100000.0
Harmony,kung_fu_master,,1056.0,1146.7911754107633,5,512.8606048430704,10000.0,10000.0
Harmony,kung_fu_master,,10186.0,2367.557813444056,5,1058.8040423043349,20000.0,20000.0
Harmony,kung_fu_master,,18528.0,9521.986137356009,5,4258.361656787737,30000.0,30000.0
Harmony,kung_fu_master,,19028.0,9704.384060825292,5,4339.932487954161,40000.0,40000.0
Harmony,kung_fu_master,,17860.0,11142.540105379921,5,4983.095423529435,50000.0,50000.0
Harmony,kung_fu_master,,20066.0,12339.229311427842,5,5518.271106062115,60000.0,60000.0
Harmony,kung_fu_master,,19084.0,9357.105855979187,5,4184.624953326163,70000.0,70000.0
Harmony,kung_fu_master,,18742.0,5593.104683447289,5,2501.312455492116,80000.0,80000.0
Harmony,kung_fu_master,,23174.0,8155.24248566528,5,3647.1353141883837,90000.0,90000.0
Harmony,kung_fu_master,,22470.6,7540.094515322736,5,3372.0327786069934,100000.0,100000.0
Harmony,ms_pacman,,397.2,100.9143200938301,5,45.13025592659541,10000.0,10000.0
Harmony,ms_pacman,,450.8,98.88730960037289,5,44.223749275700264,20000.0,20000.0
Harmony,ms_pacman,,432.2,148.7319736976552,5,66.51496072313356,30000.0,30000.0
Harmony,ms_pacman,,614.4,122.90972296771318,5,54.96689913029477,40000.0,40000.0
Harmony,ms_pacman,,798.6,145.86740554352778,5,65.23388689937156,50000.0,50000.0
Harmony,ms_pacman,,877.4,229.9930433730551,5,102.85601586684173,60000.0,60000.0
Harmony,ms_pacman,,928.8,148.68826449992613,5,66.49541337566072,70000.0,70000.0
Harmony,ms_pacman,,978.0,193.58331539675623,5,86.57309050738571,80000.0,80000.0
Harmony,ms_pacman,,1006.8,276.5143757564876,5,123.66098818948521,90000.0,90000.0
Harmony,ms_pacman,,1020.8,164.31098563394963,5,73.48210666550054,100000.0,100000.0
Harmony,pong,,-20.619999999999997,0.13038404810405382,5,0.05830951894845338,10000.0,10000.0
Harmony,pong,,-20.78,0.20493901531919098,5,0.09165151389911635,20000.0,20000.0
Harmony,pong,,-20.419999999999998,0.5357238094391548,5,0.2395829710142187,30000.0,30000.0
Harmony,pong,,-17.119999999999997,1.1798304963002106,5,0.527636238330917,40000.0,40000.0
Harmony,pong,,-15.74,1.7444196742756592,5,0.780128194593683,50000.0,50000.0
Harmony,pong,,-16.1,0.6819090848492926,5,0.30495901363953803,60000.0,60000.0
Harmony,pong,,-13.219999999999999,2.6032671779899967,5,1.1642164747159354,70000.0,70000.0
Harmony,pong,,-12.440000000000001,3.34783512138815,5,1.4971973817770328,80000.0,80000.0
Harmony,pong,,-8.8,4.154515615568198,5,1.8579558659989748,90000.0,90000.0
Harmony,pong,,-7.162000000000001,3.1865765328954514,5,1.4250803486119648,100000.0,100000.0
Harmony,private_eye,,713.64,1335.364694755706,5,597.1932464454031,10000.0,10000.0
Harmony,private_eye,,181.35999999999999,244.9972510049858,5,109.56610150954538,20000.0,20000.0
Harmony,private_eye,,875.2199999999999,1865.0581497637008,5,834.0793609723237,30000.0,30000.0
Harmony,private_eye,,-185.36,367.08278766512603,5,164.16441331786862,40000.0,40000.0
Harmony,private_eye,,208.21999999999997,397.83761385771453,5,177.9183897184324,50000.0,50000.0
Harmony,private_eye,,1180.8400000000001,1912.6022503385275,5,855.3417291352035,60000.0,60000.0
Harmony,private_eye,,27.18,42.06259621088551,5,18.810964887533014,70000.0,70000.0
Harmony,private_eye,,1482.1,2182.589180308562,5,976.083554825098,80000.0,80000.0
Harmony,private_eye,,1776.1,2350.679076352193,5,1051.2556416019843,90000.0,90000.0
Harmony,private_eye,,2723.382,1825.7549032304419,5,816.5024147753636,100000.0,100000.0
Harmony,qbert,,198.5,92.84732090911402,5,41.5225842163033,10000.0,10000.0
Harmony,qbert,,304.5,45.42851527399943,5,20.31624965391004,20000.0,20000.0
Harmony,qbert,,406.5,62.83908019696024,5,28.10249099279279,30000.0,30000.0
Harmony,qbert,,426.0,104.14233049053588,5,46.57386606241745,40000.0,40000.0
Harmony,qbert,,520.0,132.19304066402285,5,59.1185250154298,50000.0,50000.0
Harmony,qbert,,610.0,181.40941265546283,5,81.1287556911851,60000.0,60000.0
Harmony,qbert,,594.0,159.095097347467,5,71.14949051117654,70000.0,70000.0
Harmony,qbert,,649.5,169.60800393849343,5,75.85100526690466,80000.0,80000.0
Harmony,qbert,,717.5,220.67368443020115,5,98.68827184625334,90000.0,90000.0
Harmony,qbert,,916.9,277.14631740291986,5,123.94360108533235,100000.0,100000.0
Harmony,road_runner,,1066.0,612.3152782676584,5,273.83571717363674,10000.0,10000.0
Harmony,road_runner,,3146.0,2690.0985112073495,5,1203.0486274461225,20000.0,20000.0
Harmony,road_runner,,6258.0,3737.2275820452787,5,1671.338984168083,30000.0,30000.0
Harmony,road_runner,,8050.0,5270.118594491019,5,2356.8686853535137,40000.0,40000.0
Harmony,road_runner,,8788.0,5500.551790502476,5,2459.921543464344,50000.0,50000.0
Harmony,road_runner,,8774.0,4974.2567283967155,5,2224.555236446153,60000.0,60000.0
Harmony,road_runner,,10602.0,4094.6880223040193,5,1831.2001529051925,70000.0,70000.0
Harmony,road_runner,,11408.0,2835.9601548681885,5,1268.2799375532202,80000.0,80000.0
Harmony,road_runner,,9552.0,3632.5982436817867,5,1624.5473215637642,90000.0,90000.0
Harmony,road_runner,,12270.2,2563.4290901056734,5,1146.4003401953437,100000.0,100000.0
Harmony,seaquest,,240.0,56.2672195865408,5,25.163465580082566,10000.0,10000.0
Harmony,seaquest,,236.8,55.019996364958075,5,24.605690398767514,20000.0,20000.0
Harmony,seaquest,,414.8,119.06804777101202,5,53.248849752835035,30000.0,30000.0
Harmony,seaquest,,478.8,145.00758600845683,5,64.84936391361137,40000.0,40000.0
Harmony,seaquest,,516.8,170.2034077214672,5,76.11727793346265,50000.0,50000.0
Harmony,seaquest,,419.6,150.52840263551593,5,67.31834816749442,60000.0,60000.0
Harmony,seaquest,,473.6,159.03710258930147,5,71.12355446685717,70000.0,70000.0
Harmony,seaquest,,447.6,148.31318215182358,5,66.32767145015721,80000.0,80000.0
Harmony,seaquest,,505.6,141.62909305647622,5,63.338455933184854,90000.0,90000.0
Harmony,seaquest,,485.84,172.63344982940015,5,77.20402580176764,100000.0,100000.0
Harmony,up_n_down,,1189.4,409.6410623948727,5,183.19705237803362,10000.0,10000.0
Harmony,up_n_down,,14525.4,13151.650364117806,5,5881.596846095455,20000.0,20000.0
Harmony,up_n_down,,19565.6,14552.396187569937,5,6508.029422183032,30000.0,30000.0
Harmony,up_n_down,,45446.4,46516.84587652091,5,20802.965895756308,40000.0,40000.0
Harmony,up_n_down,,50153.2,61960.78733925191,5,27709.706485995117,50000.0,50000.0
Harmony,up_n_down,,49864.4,44096.85649567325,5,19720.71374367571,60000.0,60000.0
Harmony,up_n_down,,78033.8,54298.96831156187,5,24283.23685055186,70000.0,70000.0
Harmony,up_n_down,,89367.2,81786.4793697589,5,36576.02550223301,80000.0,80000.0
Harmony,up_n_down,,72266.6,86997.40734815033,5,38906.42333934077,90000.0,90000.0
Harmony,up_n_down,,79990.58,76015.61457646053,5,33995.21630887793,100000.0,100000.0
