game,checkpoint,episodes,mean,checkpoint_hash,training_seed,evaluation_seed
qbert,80000,10,440.0,5de5a5385b0be5178edd689ed089d02b24cd97ed72b76233fca632af239cecf3,0,0
qbert,90000,10,485.0,af33966da4870e65a6d077f8b67ed5aed778efb7f08eb3337adc162e1718b293,0,0
qbert,100000,100,630.0,7f832bb985bae869ef4e7a389e137e87578cf6a08ca2f7637793ad6aac72d3dc,0,0
road_runner,10000,10,1250.0,22b4bf9c7934fa5c94e62c6e676ca51adf768581fba716768ccd963cd1e28462,0,0
road_runner,20000,10,960.0,cfbbdddc3f5edb88f38c02002e313f63708b99f17bdb913c98c1faa3a9dc1329,0,0
road_runner,30000,10,970.0,b90acf9ed366529a1ab65c823350696149e46a0d8a680992269963f746ba77a7,0,0
road_runner,40000,10,920.0,b5484c957b178f1857631ff407ee0f1dfa8be269365479403989ed7d86dd6f83,0,0
road_runner,50000,10,1180.0,ab62f83945785e6354034daa2c14a8a94c57b68a5b2735b8ae4ce6c2397ce21d,0,0
road_runner,60000,10,1420.0,8ba58ad8cd53690143719a6dcdfe59caa3e721ebdacf703f37bd18f34c0bf04d,0,0
road_runner,70000,10,5320.0,188ea3f10fad5d40b5fa3075337622ca90fc96d103a946220de8f854ac2e049e,0,0
road_runner,80000,10,12440.0,f89314b78489b4b04dd3f5c5fded3e4105a8103f0a25a06ecc082af9b227acc1,0,0
road_runner,90000,10,11310.0,f515fec5ed1760f06c6d33d08a4ba22eab2150c0f582f5ee412f2c514b578ba8,0,0
road_runner,100000,100,14620.0,447da9b495cff18868dc47bf745950f278db254eaa7e7c727731c894f0377ff8,0,0
seaquest,10000,10,144.0,295716a20e42004c07fd1ebf423eedd61a65336ebf845a9591e78135570792c7,0,0
seaquest,20000,10,202.0,2366075887949ce9d53da45fe2a6188d581585da2bd07dd77bef6748126c149b,0,0
seaquest,30000,10,270.0,a1d655297dac399cce9f6e43788fd790be045f5fdb986dac62b8b2f86df2c46d,0,0
seaquest,40000,10,326.0,aa82cfec5ea244ba8cb9c5f4b70baf959e0822024efae897db66267c5bb8f2ba,0,0
seaquest,50000,10,300.0,3d2238d1a08dac236a0acaa0b9c9976253b941bf03326037133a7108b6eb763d,0,0
seaquest,60000,10,296.0,313f86f699daa99861ed14fe04f77d9800efe4a26747117433a3a0a5725a5079,0,0
seaquest,70000,10,258.0,7e2f13b495ec93bac5df429fac0e3e947130f0312433349d8a02a787c274d0ad,0,0
seaquest,80000,10,292.0,9ec6c1cfc7bccca60d57d092987a0228d7fe0d0256558778993274331d5b51aa,0,0
seaquest,90000,10,280.0,d94a48a87b25a74156e0aba0bbbfde804b2f6691066eed6b74f6eb309f8414f2,0,0
seaquest,100000,100,237.2,332ce825d2ea373dbb99d80305134689093ccc91b23db14aa6bfcdaaef748c1b,0,0
up_n_down,10000,10,1695.0,8d50cc0b820217edc70967fd8c42da16fceb25f94a14c18c8fd03d4541e2bbb2,0,0
up_n_down,20000,10,3804.0,f0c13cf4117657a98e5d15b8fd57fc448a6a263370ac0a187de1f65c45e3ff2e,0,0
up_n_down,30000,10,3554.0,415b36fbc14b834749cdb924f7d45cf8d9ff46ee6c5d49017b5863a7d875b806,0,0
up_n_down,40000,10,5727.0,6eb0553b14e67239bfee83c0725b5239bf9b4d6d9b417ce66782284d417dfa8a,0,0
up_n_down,50000,10,2979.0,cf2aee757216f0bae387cfe555ddb7e9642a4c98e17a033b555a4a39e3001e7d,0,0
up_n_down,60000,10,49392.0,d84fa7fd7ba92bbd3156b5938b0af3f3777fe77cafc3902255ae3b331c57dc4c,0,0
up_n_down,70000,10,120389.0,58856f9d7f85a83c330e7d6736fb8d9ae24b8c3261cf8b4280c6c57b410e6abb,0,0
up_n_down,80000,10,219651.0,b280d99e12a62f6e11fbb060cd3dd8304697b7bb153af35aa4254035a6176d88,0,0
up_n_down,90000,10,220352.0,4a5411561c5d57a192b7965f0e1c15a1c883d359126d1cce46724c4dfcefacf6,0,0
up_n_down,100000,100,196432.5,3689389846cac13778e71d888cfe4d4c85ba5a4777a6f5305c5f1d6fe0896a3d,0,0
alien,10000,10,203.0,22ae0de68dfae67759e30b8b4da38b400b55e6de257823d81df1067e1a2a1b9c,1,0
alien,20000,10,249.0,74cfc6832239409f0544c388a171dbf1572cf8889fee6de24a5135c7893be8c1,1,0
alien,30000,10,229.0,2c16a9c698f5c4b93fe11a68b8ca8ca21e9050424c900564c48cb58d1bf7aa08,1,0
alien,40000,10,345.0,799825404461a757d150d60a4fc7edec0ff0a2e5a039d08f41816093d3125709,1,0
alien,50000,10,312.0,99c59f1a8e58c1e143fd76b84803fc142d76e9be88db93d569cc4984d67fce35,1,0
alien,60000,10,340.0,06f3e948844ab1a650f895a5fa4a1c0cc2c0cf1048cc61a7f9c87ae522cd8fb3,1,0
alien,70000,10,397.0,c998b8c01fd975c5e047c36b4803dbded61d7a2087a434dca33472e330113f0a,1,0
alien,80000,10,460.0,739eedf5579538d1d87675f5acb0e1b6231d8f0e8998eb444430bbfd275892d1,1,0
alien,90000,10,468.0,719a0df75f97f25d52bf3bf03f8894f7c4b6f7e2546ea78939f26f85f663a9c7,1,0
alien,100000,100,551.3,35495dd7cbd668826a098106f363fa5a37d3952ac3036475b09a97290572ad58,1,0
amidar,10000,10,31.2,2efe9c91a9eb652da1f5fb35ff8a2580236d57716789246a00b4076b22960723,1,0
amidar,20000,10,37.4,0f3e9f4907bea9a28e49be82b0acf21c697cc0714c3e786bd5f09d16e017b1a7,1,0
amidar,30000,10,66.8,4960b6b88a0517b9d461d50ad98df1f74c8c2cb9e97d4df114dd17b5db36b629,1,0
amidar,40000,10,75.7,a7d47bca1507301afddb6ea0c7e5d5191bf11d9ec33a60d05a9b21b1f82da5f4,1,0
amidar,50000,10,85.4,fad75c209b69aebf61b731acacca80f286a9254a2ae80546a88451750b71c83f,1,0
amidar,60000,10,64.7,52087fc9cdc6c4184e4b6a12176871d0e1f5bf4de2c323eb7bbfd11d0429a646,1,0
amidar,70000,10,74.7,598b521885cfb61d5141935e81fd49bc8da04b4eb6df6ed84bff6b25569dbed7,1,0
amidar,80000,10,97.9,5347b637bec7ceffaa5fb19ea9f19aa5ccc32351ac239209eb23f2df05e4b825,1,0
amidar,90000,10,125.3,a441d5bed672f3bbe6ced74dd1de5280404fdcae0ed7b68a7c7ce0d4d18fbae8,1,0
amidar,100000,100,86.42,ae3769c2895403482a6f97a027408f54171fe3a95429b8774b17905d61416f51,1,0
assault,10000,10,359.1,08c6b5996ecbe47346d849d36168eadeba55517c54161af20d5f74055ff55741,1,0
assault,20000,10,420.0,0cf8208653f5fd3fe23bfd4a9792c9c6a3f0b7dab2c4a8abe1e6a100ff64cea8,1,0
assault,30000,10,357.0,d067aa48a4fb6f6dcf719bba764f701dff2731c065041e55fa80247bf249d880,1,0
assault,40000,10,388.5,1b9881ad9869e0dd77a88d01d2383d13766f6e48f5c30a599139ed8b33da61b2,1,0
assault,50000,10,392.7,d231874a310bbe53dc288e3da18afb1a19f2b997e49868545d3ba18e830574eb,1,0
assault,60000,10,522.9,b7cb2be52d572c6c5221dd0ad4983b294ca769970fa1d1faac6c624f1d406924,1,0
assault,70000,10,638.4,9aa80b874b208c69f4736efa1b3c1e6411b64909c96d1f7c1a5853314c19dd7e,1,0
assault,80000,10,529.2,2546c0e269846cfcf40d950027a47ad865c4bc815b3603f78793e6ff3b875dce,1,0
assault,90000,10,485.1,72f1fb223003ae48a2a04d8aaaa92122b7c773d77ac84219473c9027470f68cb,1,0
assault,100000,100,531.3,28a3422b252f33c2291b331ca1e06ceb9b0850ed3fbb17075b98e8fd9d086941,1,0
asterix,10000,10,135.0,32ea79c16b432013bcd1bd5bff4132613215ba707e2da0c27228c670ddc34913,1,0
asterix,20000,10,155.0,65b1febef70f1e9e4cffc6769d25fa727d9659d37e93ea8a77bdc5949a25f3bc,1,0
asterix,30000,10,250.0,5c052a2792b6674bad22c0537dd035e1e49d8b30434ba8ac2d953aac23980f71,1,0
asterix,40000,10,290.0,5f05e2cd0652fbe5b822b19a47d66ac72192aa7cd09f9d5d03d4235878684c42,1,0
asterix,50000,10,350.0,8069f8ef258b35561fc6b1de1d8a78284625f6116fe29942370089b500878a46,1,0
asterix,60000,10,350.0,17cd839d493d16b551d3c710c931a4dcb372a9cc6f0b9a520954483285395df2,1,0
asterix,70000,10,400.0,1eff620c41d40214f0bf9406060d58fd6fcda2e81c8293cdd49a347545fdc750,1,0
asterix,80000,10,455.0,e8e0070490b9f0f63e367725d31dcb647c9a7e5bde8a9e9a062fddde6314a3cf,1,0
asterix,90000,10,445.0,6f162b6d013b5f2409f289de8600884074c13e0080d0808769009d94266804ae,1,0
asterix,100000,100,541.5,e8bf3a143d25cd07d1c85ca82723b193419f01fb763cec8441ceb52857c4d7e6,1,0
bank_heist,10000,10,1.0,0c8594d83f831f2bf872fed1df715c2c22ad744876aad1caadd50748f3c82c2c,1,0
bank_heist,20000,10,7.0,8eabce0ce613a5c9d803a553f53fd4b09af6d8dfbb06e3a5c26313c727bf7cd8,1,0
bank_heist,30000,10,18.0,b68c2caea398f1b9771d5d83bc3918600fba1df3b4620a50f862c9c4888b1f46,1,0
bank_heist,40000,10,11.0,1ff02c493e7e42e34a655db98aa39061c494a06bdc621ee5c09644813286313f,1,0
bank_heist,50000,10,12.0,0ebf069a11218f7de8547b699c3a423a3b49cfa332c9ee914876f505e1580ca3,1,0
bank_heist,60000,10,23.0,a946f744e82168eeca3d79785eee3b63ab5269148eb62aca019a8a1268bbfd35,1,0
bank_heist,70000,10,28.0,3f29ccf47e381691c7bb7d31c444516938c38e212ab8fb4722e4204f3e8aafc8,1,0
bank_heist,80000,10,29.0,d87eb71ac23ff4969bf0cb75474905e78d59e24cad1c5d12511a12a4072724dd,1,0
bank_heist,90000,10,25.0,059889c47ce0626ebbb9b79997b98fc35b1165833e84d50bd6c43b6836b50238,1,0
bank_heist,100000,100,23.4,1572e2ad21deeff36537bf29ff1c39d562947130a9abc7cbeb931917080ed4c6,1,0
battle_zone,10000,10,1900.0,68eae7668e34830835eaa7d22ffba19bd1db17ee4ad5c4eed1359a61e295363e,1,0
battle_zone,20000,10,5000.0,fade38af3aa5321f7b2ef5382dee115c09557b172c8f95bef93ecb04100375e5,1,0
battle_zone,30000,10,3100.0,4424d6c99f51715f360ee616af1aa07858b26038c64e9e278a0b45d2a800455c,1,0
battle_zone,40000,10,2400.0,85e349f660ecab801e9cf7e9196900dcf36a080e98c26358ecfa56fd9257ba55,1,0
battle_zone,50000,10,2800.0,5df586c43e60845028901ca68d5c1f469170bdb5ecbce05625bd9159e6114ba5,1,0
battle_zone,60000,10,14500.0,d4766c0fbc5acfd2a1f7e6f7b07c19178d4c772770e74f7dd6a0a2305095ba34,1,0
battle_zone,70000,10,15700.0,aba12451d5b2c3714c95193524059aff89fb5eafa5b83fad9da549689fd44732,1,0
battle_zone,80000,10,16400.0,02b7b729ba76b199092400cd11882d74731de14008f4221a21c91146cfcf3436,1,0
battle_zone,90000,10,18700.0,3b0b52d35e4bf524abc6ba024b459afd137da713b29a3a914264d8639b9af5cf,1,0
battle_zone,100000,100,19700.0,54b50dd99428acdc6cb8b9db1e5b0ad58e3441f6af91061718370bce086c70f4,1,0
boxing,10000,10,-11.2,cf9aa46d1ebcc41bca0bd27c4eecf324f04d0e63dfc5299e4a82074a176f2dbd,1,0
boxing,20000,10,10.5,dc6f8b447eab20be76f05542420e1b79e1f7768bac4241c58dd48b960fe37c39,1,0
boxing,30000,10,7.3,a79132e03c490a6c338131db9cd11ad3da60992e01196375bd8ae71568a359dc,1,0
boxing,40000,10,32.8,02010540285c4132c3d85bea4165e725fa39954eae8a5571c565ca65244691e9,1,0
boxing,50000,10,8.3,6fde65d086d9599bc2f7f83c164b3cddb8ebcd57cdd6b7f2f68ee5ae7d3b4132,1,0
boxing,60000,10,17.0,30099b8ca711e5a86526041bbb1010cf3f5bd593d3d541192cf75534cae020f8,1,0
boxing,70000,10,11.1,036a5e53e7fa369dfe5d23f3cec21a96287ab86f8ef0418df203bc090c72523a,1,0
boxing,80000,10,32.1,70043ddc837fbbdf008ddfdae365ae0beae93c9b1bf5d0b12920066aa7fe30c8,1,0
boxing,90000,10,38.4,0d398e149c3ceab14a54aab0f178eee209980968716e334b63305a2a25bd9c28,1,0
boxing,100000,100,59.76,88a5a3e1efa5ec12e79f7efb45edaeb2ac62bf59b8d6824a5938040c8df531e1,1,0
breakout,10000,10,1.8,10b0d13b298e8dbb869692c3c792f8a39b9f3064e0cd5e7c72d64970f8841ad4,1,0
breakout,20000,10,1.8,293426a59fd7f172d90f4f29bd177d7f6cdfd5a9c54c9f7fd1af23e0b4653332,1,0
breakout,30000,10,1.6,17fadb30ee5186167eef2c02ad2a9fc2820cbfa1effce00711e27595c2aba507,1,0
breakout,40000,10,3.0,b7cb9636425dfdb4dce06c42bc14d9204bee8ad43bec22f1962ff004024307df,1,0
breakout,50000,10,2.8,7a9c30734a9d7046cbb9637d535a6b073a2b217c51269d5d648dedeba9405b5b,1,0
breakout,60000,10,4.0,c459c1e5f8448d9aa3e562b7189d7b542c48414bda0fb2dd8f7bd40cbb73a2ee,1,0
breakout,70000,10,4.1,cef1510811024ccd8f14c3b3028a969bf8933e9bfe9461eb1c7e96a256243497,1,0
breakout,80000,10,5.0,9c16dc1c101b6ffe7f6a82f5fdaf12e4c446a8a859c616b5cf41b745400d3f95,1,0
breakout,90000,10,7.0,fb5c163d7a230a33b0bb67eec3074ea5bf66b49976bab3206eadc8218a1a27b1,1,0
breakout,100000,100,7.42,be2de9c7962d8a3f226000db59700472f2718c347b67378177a4d3b77f318ca9,1,0
chopper_command,10000,10,690.0,ea987b39ecf38cfe8fb3e6a83bd4a487421f3bad221b3151afa7e8e164543d0d,1,0
chopper_command,20000,10,860.0,dca0cca1f1b3a96ba7857767c6fa895bedbc3de2c3638686b52f53da904ab560,1,0
chopper_command,30000,10,770.0,f6c4ca81906eaceaf144fd5d8a9ff85200a7ba37123bcf19f3031c7c36049928,1,0
chopper_command,40000,10,1280.0,9c4556966783ae4d75ee89a785f7c1e17ca82a3766941ba19a005fa42db828cd,1,0
chopper_command,50000,10,1300.0,c851669636471387ac1bce389a5e24e55311694e7b52ea9a6348e8d4d49a36f5,1,0
chopper_command,60000,10,1430.0,2e847bd4ca63b5ad510bf1a6f341fd42af913887e9a3e13c78725e6d5c11235b,1,0
chopper_command,70000,10,1090.0,1288267b747b73ea25384d86e1feb5d133d1654ff12ec3aadf198cc7420f5a60,1,0
chopper_command,80000,10,2600.0,194cfcab35b3415ff00df80f41cc877bb2448aca1b7a04afe7b398284190dc61,1,0
chopper_command,90000,10,1170.0,2f92a408a02c185950f00623f6042d5eaed4bc0ef73d082f376e2a3c414bb677,1,0
chopper_command,100000,100,1281.0,bff56bd92659bf527e944fb72efc175a2d7fe5a62eb030a948eab40476e40010,1,0
crazy_climber,10000,10,3400.0,9f0cc6ee87684e0371540b57206b981c45e501eeb9b1f6d65669ba3659ebc92b,1,0
crazy_climber,20000,10,20070.0,3dda0833532f7a2bcc649f76d2f25143d490525f46d79049662f27fbd15597c5,1,0
crazy_climber,30000,10,21360.0,404f6f641903a9b73002cb3d47e78952a7035c6ad7cf44867285e5c603408d25,1,0
crazy_climber,40000,10,34990.0,1407e558591c145fc0ac1a404320d97fb48e63dbd28838e87aebaf6a59526f79,1,0
crazy_climber,50000,10,45320.0,82291789201c7d7ef762990a051e546ab6983bd91e43f47b7d22aa12c8da8b06,1,0
crazy_climber,60000,10,49480.0,79000d6124ec1ecbe8455289a19be00f7464f1fd207086249a1a18ac6e1ecfe7,1,0
crazy_climber,70000,10,52320.0,381ff9a4aa99c5c1df2c75de9b865ae07e3fa24c93affc4c1a5018d342f4dc26,1,0
crazy_climber,80000,10,38770.0,5774226898d05fa4d066281a758f01355e82ea980ad030d383ff7919ceb2617a,1,0
crazy_climber,90000,10,30100.0,f1c1e2d9e04518149820d1d684ccb61970631c98373419cfda3abfd58d2d3db8,1,0
crazy_climber,100000,100,46320.0,7e88f43d08bb32be064ebb680b94c142e92f6031e3aba569a8ee07045e5846b9,1,0
demon_attack,10000,10,66.0,da0b7523fe5eefadcb71f18dc6337b3244e62e2afe6d51476418e9bca63518b9,1,0
demon_attack,20000,10,114.0,201e34817b0815dcd745b68cc76fab41576f6b983d35ff19123fa65755e5692e,1,0
demon_attack,30000,10,228.5,111847f5e5de6b1a2cf7249677a878f238ecb6880d3bdaf12e9b7ea6fdf398c9,1,0
demon_attack,40000,10,185.0,3ca282559fa7184cc8522a845fb7b21311b913a7a655824b8f43ee7b779e5630,1,0
demon_attack,50000,10,175.0,6f57b8ba22197840ad48cbc14534752b159ac8eb476c2a3086a8d3f29df29eed,1,0
demon_attack,60000,10,320.0,a3c4fd92508bacd15cdcf384b14ee3e9747717afc391e362987e70b516c7436f,1,0
demon_attack,70000,10,149.0,d946116da7ab48011579e3e0d4e789ddffe65356343727852d3a4cbb5fe456b3,1,0
demon_attack,80000,10,214.0,364d0e0d231151de25b9546fd0717156b05f0b4c3d0be238d737b731c25cf62e,1,0
demon_attack,90000,10,191.5,46b5f911f4bdae65d83359fbc1f55cbaf425e7e160025a58c981edfffb937897,1,0
demon_attack,100000,100,181.2,c63c12feb990e6a7e09e15f16eba0c4b52790751f86900cff3465796e09066bd,1,0
freeway,10000,10,0.0,2aa1675b8bcb8b542b12801157d2f60a7c19e57c985e32ff279f15529fdf4df5,1,0
freeway,20000,10,0.0,31c770b67ad6eff607a02b46ca1a44c827f224ea1539974a7c44894fb2a79efb,1,0
freeway,30000,10,0.0,d3820c6674b5b633def5af1f2785d22e37256a8496a17fe18b3675e47c1aa320,1,0
freeway,40000,10,0.0,453eb5c2d01941e5bdae50aa40683da44288944e75d162011f31e1c66e6a6bca,1,0
freeway,50000,10,0.0,003347cc4c832246c7eee6803f2f95d31592e2eb9cfcd7a09ab13d0afaaa107f,1,0
freeway,60000,10,0.0,de3dd3fd046d532410761b942dc06145541838c2916d03c50a949f9bc564751c,1,0
freeway,70000,10,0.0,f6c704ef319462088533827fe1270e8c0f8cbd512e9aa28204a7241a7d4ac933,1,0
freeway,80000,10,0.0,eed7d9cbea56e3bb8801ad0493f3d44e1694c9fb715bcb05be158400c5fe8557,1,0
freeway,90000,10,0.0,4d63e1ed92f3c33d2e3452a8caec87ba78d5338e283338e3b74c67976178537c,1,0
freeway,100000,100,0.0,600e89203764479500d0ef443c25b3135a6e4148629450e13c8d9f5224370e86,1,0
frostbite,10000,10,94.0,3a44e54c8d9aed2d14d84c49ea758a0f80f153f6c8f7c0d4b976d4ac7a395231,1,0
frostbite,20000,10,133.0,593a2b2167713063eef248f47c6e2c6b71aa3c897817776ed1dc96bf22975299,1,0
frostbite,30000,10,209.0,2479fa930f29d6d4981fdbe7ce7af8f487edba0f131510cc7c952bff99cb037c,1,0
frostbite,40000,10,240.0,e8e38ff90da641f90d3e52e16e00fcd8262227b6ceba6c03e74b3e1305985999,1,0
frostbite,50000,10,240.0,731e22ad8419a531705b706edbc220082ef6f3f9dc01e8e5aa85dfb1150b1332,1,0
frostbite,60000,10,238.0,844e620a08cbfa77d0a6a4895a4d82b8b840a513fefb4e3d0eb5287cfbf71412,1,0
frostbite,70000,10,240.0,31cc1012a723f141e3c7f5f4318f039fd5bb2a86e7a89b5c52921186491952cd,1,0
frostbite,80000,10,240.0,d396decefe0b2b30f7abcf9cf125bf893e0f1077a9b6b98f41d8c13fad9e95c6,1,0
frostbite,90000,10,240.0,5dce8beb222a572d060ad268350fd1405d61fec3646795addbb9253d60118510,1,0
frostbite,100000,100,241.0,e60112a3f643cad72965f862fe46cbdc576be3db0020158d04c6cc1190ece579,1,0
gopher,10000,10,284.0,88225b29b41dc08a07a296dce36c07a37eea5a304f47c995f1b653522be55ff5,1,0
gopher,20000,10,260.0,d4568557a0add09966f9acc3e23eece908b5c6c9175325d79efad8cf3eb33dae,1,0
gopher,30000,10,386.0,2171dfa50dbe744363be9a030b84cc0e35aa6d0f2c5cac4d3822778ed326790c,1,0
gopher,40000,10,542.0,ee70ccc9213eac1bfca5b78dc76f0447d8e06bda3fa69ce79b9b12da6d1fe1fe,1,0
gopher,50000,10,608.0,3fda3fec608edc2a97e5b1abcc047ae930988939835788f494d8557e16024226,1,0
gopher,60000,10,646.0,ffe27850463fe604242e76966ef47f0611846a7aa7adc2791a0d222331aeb61d,1,0
gopher,70000,10,420.0,44abf9db9086dc209e544f2a1e128f8a75a687c82ea2f81667c7f67c0ba9ad65,1,0
gopher,80000,10,854.0,2c7d83a8934beca7caa1d8a21314aef24cfe36a38b71815c4acb5b30f449e306,1,0
gopher,90000,10,774.0,13ecb412d088a5d7da8427cfd6e5e7c75f3ad4e377000444a5e4c56ae1d07eec,1,0
gopher,100000,100,921.8,a1c4257329147d598ff8f819062e9b8bcd8af4085d54d469b5efbdffce90735c,1,0
hero,10000,10,1216.0,a05d0a766bdae029d4b90e3ac82f72f3922c62b47ec57a5619cf2ea827bed8f7,1,0
hero,20000,10,2957.0,639612b7dec84e25496e1bb8904c0eeafa0b8c9c6d6e56cdaa5db32c788e6582,1,0
hero,30000,10,2984.5,bffa50b620a39dfbdca4e453cb46b00590969c590ed580bd382338091f1578b1,1,0
hero,40000,10,4516.0,159d6533cf936ec038eb6aefad6146e645bbf0ce0f584c1258cf86d18eec8baf,1,0
hero,50000,10,8780.5,01963dad65c88c5ec294c81e28e3ee263178017ab3428d74d65ba98741584c50,1,0
hero,60000,10,7482.0,688117507be8984a4cd626f75629d29f29c6fb67a326642b82812255da085139,1,0
hero,70000,10,7556.0,6c6906a392d5d035b83b1e53ef7f96c1ec41ab78d2b375958881c43a574d5b23,1,0
hero,80000,10,8091.5,c5182133d38793572cfb21471330431f7c0b5aa48f445d66e3cc332bc1a7326f,1,0
hero,90000,10,12820.0,5fca75af3b960e87eb4f5a0403028c68849dfebd9222dc1a2b75b0077d4bafbd,1,0
hero,100000,100,11220.1,081fc0153853ce39ca00fead345014b1db2d7facf8d8c70de38935d07158edd0,1,0
jamesbond,10000,10,60.0,d41db38a6e7f5c9ec6aef39b6c8e23e833229af5de9074c49a965f5eac7726c2,1,0
jamesbond,20000,10,95.0,ae00da1241dea9c094c82c413c2369f67f81d3a038cb6cf7fe4b842d2ef9639b,1,0
jamesbond,30000,10,130.0,3ddf41fe61d1c22e5030dca6b575348d5f212ad5b8f291123ad31cf303f1647b,1,0
jamesbond,40000,10,225.0,7d8d771d513a32c1facfb50b5f6d98da3b00af87ff25dfe14117ce2fc209fdf1,1,0
jamesbond,50000,10,240.0,7f0c23e01eefdb84a9874be8967105ec29a6a86ffb53b719db3f3563c610a897,1,0
jamesbond,60000,10,290.0,7208094b37f1d284ac4f10ea700be49661f968810e9270fe1f27349b8e3baa10,1,0
jamesbond,70000,10,245.0,808d51c394894633eb6f3c2340378737f4295c54b9f79e88f2aaaaaef5165bee,1,0
jamesbond,80000,10,245.0,250cefa608cce3327b055342a14a75abe592109173b4c41ac9ca67a3b224c231,1,0
jamesbond,90000,10,230.0,952cf3a280d13667c508efe4a46394070ce8646161526960c55b25cf83674f22,1,0
jamesbond,100000,100,284.5,d1ded46587ca201f681ce302de5526959a8fda5cfb2b7a27857eecd6755d3fc6,1,0
kangaroo,10000,10,20.0,b27ffce470f6dbc3e87cee4d96d76c643eaac255856d4ae9dcf421e270aa58d7,1,0
kangaroo,20000,10,320.0,bca091d7650510e7157597933453299961788bc151cd0727a3710b12f72fce57,1,0
kangaroo,30000,10,380.0,bad4a6c4de770259e8027b0e59412c3130ffc22e12a44605c60226549d488684,1,0
kangaroo,40000,10,380.0,53965e17107e6a15e88e9ad829ded1c4dd8aef5850c8fbbf170c66090e8d8b97,1,0
kangaroo,50000,10,640.0,861816ee7d4e2f96b48a9b9df39f55000a26699cfcbdb05e90c7c748c4eb6a16,1,0
kangaroo,60000,10,760.0,8990493e98c6edafe5308e160b6c13a6dded7c6d7abc9646844783f2b84b99a5,1,0
kangaroo,70000,10,1000.0,8ea00f84480e243244fc7c5b3473ff14bcbfc6d0645505b4f7d9f9618f050ce3,1,0
kangaroo,80000,10,2180.0,1e3f5107d7bb55abaa42b77b52394a42358b64872c1dda89b54c9a32792827ba,1,0
kangaroo,90000,10,2500.0,5eeccbc8013661eeaaf551b8ee95cf8c67904ec67aef62e8582833126108cb9b,1,0
kangaroo,100000,100,5494.0,be88d506b5ba71dc0f6025597c53e8b37fdfbbb30b1c22f120ca28c19d90135c,1,0
krull,10000,10,3099.0,741a2661c8ce6410a63dae54895fb947e38c975cc6024d4ec6f877f3c9d9a566,1,0
krull,20000,10,3721.0,94260048deaba7636a4ff22de80f44e8f1ca62fcc04702a82ff289e64f38c64e,1,0
krull,30000,10,6513.0,bf98c94f319cb53e2a991670475e94c33bf998e9bcae30a93e5d2a5e0827e369,1,0
krull,40000,10,6765.0,177ee463a2ff729617cb11c0b1d3524862b411c724ee14a4ee50449028b18e19,1,0
krull,50000,10,6150.0,4ee96dbb8e9f1f207b008f45801ebcfb15ca186b1d153c5e114d3e6d4ffd34fb,1,0
krull,60000,10,7721.0,cc8fee5ff5725097b4b6b503917d65bdd9688beb6727d6856359aec45c07f2f9,1,0
krull,70000,10,7764.0,7c1a0042553a8e72ba3e4f41320a2cba7f60fdf38c51f81fff89b105258a8a43,1,0
krull,80000,10,8200.0,341413b126cfadefa9573ea6ab104e1dddf747748cbbf9ce2eba57e18af81874,1,0
krull,90000,10,7676.0,9b1e3fbb47f1c95415683760fb8c7a8b1b92046bb2aa3300b6bb61e340727fb4,1,0
krull,100000,100,8384.3,a82b47e2a271e433fdf6d3d2eb7c35639269f7958c45c7e3425b28b9e8a78ae8,1,0
kung_fu_master,10000,10,700.0,729d8d9580b7da12cb59718d2bcd51419bec50d6d39332e55811db3cd169fbee,1,0
kung_fu_master,20000,10,9610.0,a22a69e1f4e742d333dc39c0c79690dbc0169fbf54631905d75563c502e4acc0,1,0
kung_fu_master,30000,10,8500.0,7aea6570690336fb577fbe035d18b47b9a255b3e7ac58ecae5be487313c8d015,1,0
kung_fu_master,40000,10,8390.0,cca37e3356c29c13cbc278847c5d0d9faac933d445f4613372e07b9456d3101e,1,0
kung_fu_master,50000,10,7180.0,f9fb9b95ca1ebcc18be56fac166ed42ef5dfa530d03b53f01682a9dec9950734,1,0
kung_fu_master,60000,10,8480.0,17ffcf59d0d22643415a7e174fab8fb865cd80199f96e68468bde97686cb0c90,1,0
kung_fu_master,70000,10,7940.0,ba009d65b7bf1ed43d04915bdeb66f1fb5ce6b22bb6a403e98cd007d76281ed2,1,0
kung_fu_master,80000,10,6570.0,26a49f9cba349bf6addafa5c447a4ee10a18ac557b9053e68cc5ecaaf6e8edd2,1,0
kung_fu_master,90000,10,8200.0,f977eb053882234b6a9c312c426f17c5b3b849380351981e158aa819395a724b,1,0
kung_fu_master,100000,100,7039.0,493474af681daeaea4eb40bd6af3cde3452728d73529566122646ea8dc48eaf3,1,0
ms_pacman,10000,10,349.0,339fc8681f6a80dfeeabafaa8a4e414115f397a522cea32046207ab829c58915,1,0
ms_pacman,20000,10,586.0,6723ab77d186ffeec25990de9b4f64fe9a583a3e1855e390759809c070c8d6c2,1,0
ms_pacman,30000,10,612.0,a309f60a840dbb4250af5ad6ab6bc6006aaba72dc33f182232bc23f180c89425,1,0
ms_pacman,40000,10,768.0,9f8a6772475a7b2e94967ff0ec793c4b4134d1124a1eb0386f6441660534e8e9,1,0
ms_pacman,50000,10,937.0,6b003d0007305ec9aaec5201d86ffcd8a77042e946067b22ab1c5a260b07249d,1,0
ms_pacman,60000,10,856.0,f4bc5cb69bbf5efe1cb63f1302da877af1e2d2c0cd94b3f605d1f5c8b77da1b5,1,0
