method,game,bin,mean,std,seeds,sem,agent_steps,checkpoint
Harmony,boxing,,14.3,11.876026271442818,5,5.311120409103902,20000.0,20000.0
Harmony,boxing,,18.259999999999998,23.528769623590605,5,10.522385661056147,30000.0,30000.0
Harmony,boxing,,31.139999999999997,22.397388240596268,5,10.016416524885534,40000.0,40000.0
Harmony,boxing,,31.420000000000005,29.627807883810778,5,13.249958490501017,50000.0,50000.0
Harmony,boxing,,28.759999999999998,40.15125153715635,5,17.956185563754904,60000.0,60000.0
Harmony,boxing,,35.839999999999996,31.950242565589388,5,14.288582854853031,70000.0,70000.0
Harmony,boxing,,46.86,24.739603877184454,5,11.063887201160359,80000.0,80000.0
Harmony,boxing,,45.2,23.345770494888363,5,10.440545962735857,90000.0,90000.0
Harmony,boxing,,60.534000000000006,15.77775744521381,5,7.056027636000298,100000.0,100000.0
Harmony,breakout,,1.52,0.32710854467592254,5,0.14628738838327793,10000.0,10000.0
Harmony,breakout,,2.34,1.575753787874235,5,0.7046985170979146,20000.0,20000.0
Harmony,breakout,,3.3,1.3209844813622906,5,0.5907622195096771,30000.0,30000.0
Harmony,breakout,,3.6799999999999997,1.231665539016173,5,0.5508175741568164,40000.0,40000.0
Harmony,breakout,,3.08,0.5932958789676529,5,0.26532998322843193,50000.0,50000.0
Harmony,breakout,,3.9,0.7905694150420947,5,0.3535533905932737,60000.0,60000.0
Harmony,breakout,,4.4,1.1090536506409414,5,0.4959838707054896,70000.0,70000.0
Harmony,breakout,,5.279999999999999,0.810555365166378,5,0.36249137920783725,80000.0,80000.0
Harmony,breakout,,6.7,1.0488088481701519,5,0.4690415759823431,90000.0,90000.0
Harmony,breakout,,7.136,0.48772943319016543,5,0.2181192334481304,100000.0,100000.0
Harmony,chopper_command,,642.0,340.9838705862786,5,152.492622772382,10000.0,10000.0
Harmony,chopper_command,,678.0,192.27584351654787,5,85.98837130682264,20000.0,20000.0
Harmony,chopper_command,,848.0,231.01947969814148,5,103.31505214633539,30000.0,30000.0
Harmony,chopper_command,,1010.0,320.3903868720159,5,143.28293687665675,40000.0,40000.0
Harmony,chopper_command,,1020.0,218.28879952943075,5,97.62171889492625,50000.0,50000.0
Harmony,chopper_command,,1078.0,270.68431797945004,5,121.05370708904375,60000.0,60000.0
Harmony,chopper_command,,1172.0,60.58052492344384,5,27.09243436828813,70000.0,70000.0
Harmony,chopper_command,,1300.0,761.0519036176179,5,340.35275817892233,80000.0,80000.0
Harmony,chopper_command,,1190.0,135.09256086106296,5,60.41522986797286,90000.0,90000.0
Harmony,chopper_command,,1206.4,133.96939949107784,5,59.91293683337515,100000.0,100000.0
Harmony,crazy_climber,,9454.0,6312.097907985902,5,2822.856000578138,10000.0,10000.0
Harmony,crazy_climber,,17936.0,4323.3933431969845,5,1933.480281771707,20000.0,20000.0
Harmony,crazy_climber,,29210.0,9616.964177951377,5,4300.837127815932,30000.0,30000.0
Harmony,crazy_climber,,37418.0,4466.443775533283,5,1997.4543799546464,40000.0,40000.0
Harmony,crazy_climber,,47694.0,8244.551534195174,5,3687.075534892118,50000.0,50000.0
Harmony,crazy_climber,,47528.0,7942.390698020339,5,3551.9451009270965,60000.0,60000.0
Harmony,crazy_climber,,47210.0,7722.328016861236,5,3453.530078050573,70000.0,70000.0
Harmony,crazy_climber,,47666.0,8182.165361320926,5,3659.1755902115437,80000.0,80000.0
Harmony,crazy_climber,,53108.0,19416.65187410023,5,8683.39069718736,90000.0,90000.0
Harmony,crazy_climber,,53848.8,10211.833660024042,5,4566.870847746846,100000.0,100000.0
Harmony,demon_attack,,117.5,61.00204914590985,5,27.28094573140748,10000.0,10000.0
Harmony,demon_attack,,258.9,118.99653356295721,5,53.21686762672151,20000.0,20000.0
Harmony,demon_attack,,178.0,88.28717347384047,5,39.483224285764706,30000.0,30000.0
Harmony,demon_attack,,224.2,108.63620483061806,5,48.583587763770595,40000.0,40000.0
Harmony,demon_attack,,179.5,60.71758394402728,5,27.153729025678956,50000.0,50000.0
Harmony,demon_attack,,203.4,81.14292945167804,5,36.288221229484364,60000.0,60000.0
Harmony,demon_attack,,235.4,131.1503907733408,5,58.65223780897025,70000.0,70000.0
Harmony,demon_attack,,247.8,84.96293309437945,5,37.9965787933598,80000.0,80000.0
Harmony,demon_attack,,215.5,81.63638894512667,5,36.50890302378311,90000.0,90000.0
Harmony,demon_attack,,208.45,45.107552028457505,5,20.1727105268479,100000.0,100000.0
Harmony,freeway,,0.0,0.0,5,0.0,10000.0,10000.0
Harmony,freeway,,0.0,0.0,5,0.0,20000.0,20000.0
Harmony,freeway,,0.0,0.0,5,0.0,30000.0,30000.0
Harmony,freeway,,0.0,0.0,5,0.0,40000.0,40000.0
Harmony,freeway,,0.0,0.0,5,0.0,50000.0,50000.0
Harmony,freeway,,0.0,0.0,5,0.0,60000.0,60000.0
Harmony,freeway,,0.0,0.0,5,0.0,70000.0,70000.0
Harmony,freeway,,0.0,0.0,5,0.0,80000.0,80000.0
Harmony,freeway,,0.0,0.0,5,0.0,90000.0,90000.0
Harmony,freeway,,0.0,0.0,5,0.0,100000.0,100000.0
Harmony,frostbite,,106.0,40.38564101261734,5,18.061007723823163,10000.0,10000.0
Harmony,frostbite,,337.6,357.900544844514,5,160.05798949130903,20000.0,20000.0
Harmony,frostbite,,370.0,336.7751475391259,5,150.6104246060013,30000.0,30000.0
Harmony,frostbite,,661.0,611.9738556507133,5,273.68302833752773,40000.0,40000.0
Harmony,frostbite,,843.6,832.9854740630235,5,372.5224288549617,50000.0,50000.0
Harmony,frostbite,,887.2,927.4544193651783,5,414.77022554662716,60000.0,60000.0
Harmony,frostbite,,1133.0,1130.9931476361826,5,505.79551204019197,70000.0,70000.0
Harmony,frostbite,,1496.6,1176.2027036187258,5,526.0138401221017,80000.0,80000.0
Harmony,frostbite,,1465.8,1164.6633419147354,5,520.8532806846856,90000.0,90000.0
Harmony,frostbite,,1812.48,1417.7388747579719,5,634.0320996605772,100000.0,100000.0
Harmony,gopher,,264.4,19.969977466186585,5,8.930845424706442,10000.0,10000.0
Harmony,gopher,,306.4,98.31988608618299,5,43.96998976574818,20000.0,20000.0
Harmony,gopher,,403.6,131.41841575669676,5,58.77210222546068,30000.0,30000.0
Harmony,gopher,,515.6,126.98346349033011,5,56.78873127654816,40000.0,40000.0
Harmony,gopher,,645.6,169.31863453264677,5,75.7215953344883,50000.0,50000.0
Harmony,gopher,,736.0,247.9395087516308,5,110.88191917531009,60000.0,60000.0
Harmony,gopher,,623.2,172.9022845424548,5,77.324252340388,70000.0,70000.0
Harmony,gopher,,833.2,98.49466990654875,5,44.04815546648917,80000.0,80000.0
Harmony,gopher,,766.8,277.23131136291227,5,123.98161153977634,90000.0,90000.0
Harmony,gopher,,890.8,106.91520004190238,5,47.81393102433641,100000.0,100000.0
Harmony,hero,,996.3,565.8351791820654,5,253.0491849423744,10000.0,10000.0
Harmony,hero,,2749.4,318.3982176457651,5,142.39201171414075,20000.0,20000.0
Harmony,hero,,2822.1,422.05944486529376,5,188.75072185292427,30000.0,30000.0
Harmony,hero,,3155.2,781.1725641623623,5,349.3509911249716,40000.0,40000.0
Harmony,hero,,5019.4,2434.966719485094,5,1088.9502215436664,50000.0,50000.0
Harmony,hero,,6083.5,2874.984260826483,5,1285.7320482900002,60000.0,60000.0
Harmony,hero,,6561.2,1950.2914397597092,5,872.1968470477291,70000.0,70000.0
Harmony,hero,,7439.9,538.5500673103663,5,240.84691195861328,80000.0,80000.0
Harmony,hero,,8605.8,2355.906237523047,5,1053.5932991434597,90000.0,90000.0
Harmony,hero,,8850.16,1801.8527431507832,5,805.813043825924,100000.0,100000.0
Harmony,jamesbond,,46.0,9.617692030835672,5,4.3011626335213125,10000.0,10000.0
Harmony,jamesbond,,49.0,27.018512172212592,5,12.083045973594572,20000.0,20000.0
Harmony,jamesbond,,65.0,51.478150704935004,5,23.021728866442675,30000.0,30000.0
Harmony,jamesbond,,117.0,80.20286777915113,5,35.8678128689219,40000.0,40000.0
Harmony,jamesbond,,216.0,63.28506932918696,5,28.30194339616981,50000.0,50000.0
Harmony,jamesbond,,230.0,110.22703842524301,5,49.295030175464944,60000.0,60000.0
Harmony,jamesbond,,266.0,115.40147312751255,5,51.60910772334666,70000.0,70000.0
Harmony,jamesbond,,245.0,86.45808232895291,5,38.66522985836241,80000.0,80000.0
Harmony,jamesbond,,305.0,93.94147114027967,5,42.0119030752,90000.0,90000.0
Harmony,jamesbond,,307.6,117.01730641234226,5,52.33173033638386,100000.0,100000.0
Harmony,kangaroo,,52.0,84.38009243891595,5,37.73592452822641,10000.0,10000.0
Harmony,kangaroo,,204.0,175.72706109191037,5,78.587530817554,20000.0,20000.0
Harmony,kangaroo,,232.0,250.83859352181037,5,112.17842929904127,30000.0,30000.0
Harmony,kangaroo,,468.0,133.1164903383499,5,59.53150426454887,40000.0,40000.0
Harmony,kangaroo,,536.0,155.82040944625965,5,69.68500556073738,50000.0,50000.0
Harmony,kangaroo,,644.0,75.3657747256671,5,33.704599092705436,60000.0,60000.0
Harmony,kangaroo,,768.0,250.43961347997646,5,112.0,70000.0,70000.0
Harmony,kangaroo,,1108.0,655.377753665777,5,293.0938416275579,80000.0,80000.0
Harmony,kangaroo,,1340.0,826.4381404557754,5,369.5943722515265,90000.0,90000.0
Harmony,kangaroo,,2023.6,2025.9103632688193,5,906.0146577180745,100000.0,100000.0
Harmony,krull,,2353.8,530.9319165392113,5,237.43997136118426,10000.0,10000.0
Harmony,krull,,3120.8,483.64625502530265,5,216.2931806599552,20000.0,20000.0
Harmony,krull,,5169.4,1050.9387708139805,5,469.99410634602646,30000.0,30000.0
Harmony,krull,,6300.0,1009.8839042186979,5,451.633811843179,40000.0,40000.0
Harmony,krull,,6388.4,564.6882325673167,5,252.53625482294615,50000.0,50000.0
Harmony,krull,,8736.6,2733.01853268506,5,1222.243044570105,60000.0,60000.0
Harmony,krull,,7618.6,368.98685613447003,5,165.01593862412204,70000.0,70000.0
Harmony,krull,,7531.6,702.8245157932383,5,314.31267871341106,80000.0,80000.0
Harmony,krull,,8440.0,1031.3876574789908,5,461.2505826554586,90000.0,90000.0
Harmony,krull,,9277.8,1717.0026543369124,5,767.866930528982,100000.0,100000.0
Harmony,kung_fu_master,,1036.0,1153.2259102188088,5,515.7383057326651,10000.0,10000.0
Harmony,kung_fu_master,,9962.0,2356.176988258734,5,1053.7143825534506,20000.0,20000.0
Harmony,kung_fu_master,,16428.0,10499.534275385742,5,4695.534474370303,30000.0,30000.0
Harmony,kung_fu_master,,16274.0,10513.507026677635,5,4701.783278714577,40000.0,40000.0
Harmony,kung_fu_master,,16404.0,12129.79307325562,5,5424.60837296113,50000.0,50000.0
Harmony,kung_fu_master,,18030.0,13421.609441493967,5,6002.326215726699,60000.0,60000.0
Harmony,kung_fu_master,,15932.0,10042.752112842374,5,4491.255281099037,70000.0,70000.0
Harmony,kung_fu_master,,16000.0,7637.581423461225,5,3415.630249309781,80000.0,80000.0
Harmony,kung_fu_master,,20206.0,10561.599310710475,5,4723.290801972708,90000.0,90000.0
Harmony,kung_fu_master,,19258.6,10168.170597506713,5,4547.344132567932,100000.0,100000.0
Harmony,ms_pacman,,395.6,101.77082096554001,5,45.513294760981644,10000.0,10000.0
Harmony,ms_pacman,,464.6,114.08242634165877,5,51.01921206761233,20000.0,20000.0
Harmony,ms_pacman,,480.4,162.3662526512206,5,72.61239563600694,30000.0,30000.0
Harmony,ms_pacman,,686.4,62.24789153055708,5,27.838103383671807,40000.0,40000.0
Harmony,ms_pacman,,799.8,147.24707127817516,5,65.8508921731513,50000.0,50000.0
Harmony,ms_pacman,,819.8,176.33831120888053,5,78.860890180114,60000.0,60000.0
Harmony,ms_pacman,,906.6,133.17206914364587,5,59.55635986189887,70000.0,70000.0
Harmony,ms_pacman,,955.8,157.79163475926092,5,70.56656432050521,80000.0,80000.0
Harmony,ms_pacman,,971.0,199.27744478490283,5,89.11958258430073,90000.0,90000.0
Harmony,ms_pacman,,1063.3799999999999,252.36314509056194,5,112.86022948762776,100000.0,100000.0
Harmony,pong,,-20.64,0.11401754250991496,5,0.05099019513592836,10000.0,10000.0
Harmony,pong,,-20.78,0.20493901531919165,5,0.09165151389911665,20000.0,20000.0
Harmony,pong,,-20.14,0.6949820141557627,5,0.3108054053584013,30000.0,30000.0
Harmony,pong,,-17.080000000000002,1.167047556871613,5,0.5219195340279956,40000.0,40000.0
Harmony,pong,,-15.88,1.707922714879101,5,0.7638062581571322,50000.0,50000.0
Harmony,pong,,-15.8,1.1022703842524306,5,0.4929503017546497,60000.0,60000.0
Harmony,pong,,-13.180000000000001,2.5489213404889526,5,1.139912277326637,70000.0,70000.0
Harmony,pong,,-12.040000000000001,3.2323366161339075,5,1.445544879967412,80000.0,80000.0
Harmony,pong,,-8.4,3.558089374931439,5,1.5912259424732866,90000.0,90000.0
Harmony,pong,,-7.5,3.7419780865205503,5,1.673463474354908,100000.0,100000.0
Harmony,private_eye,,603.74,1374.2948675593605,5,614.60334899836,10000.0,10000.0
Harmony,private_eye,,171.85999999999999,252.2975980860698,5,112.83091597607458,20000.0,20000.0
Harmony,private_eye,,842.18,1885.0161171724765,5,843.0048353360731,30000.0,30000.0
Harmony,private_eye,,-189.3,363.57394708642147,5,162.59521210663,40000.0,40000.0
Harmony,private_eye,,198.8,403.1287945557846,5,180.2846776628563,50000.0,50000.0
Harmony,private_eye,,885.36,1962.9976179302919,5,877.8792226724585,60000.0,60000.0
Harmony,private_eye,,25.18,43.30314076369057,5,19.365753277370853,70000.0,70000.0
Harmony,private_eye,,1571.6799999999998,2092.9770452635166,5,936.0077897111754,80000.0,80000.0
Harmony,private_eye,,892.14,1894.8102538249047,5,847.3849064032236,90000.0,90000.0
Harmony,private_eye,,2267.9120000000003,1726.8170270819082,5,772.2560514518484,100000.0,100000.0
Harmony,qbert,,199.0,93.51804638678034,5,41.822541768763884,10000.0,10000.0
Harmony,qbert,,318.5,36.21118611699981,5,16.194134740701646,20000.0,20000.0
Harmony,qbert,,384.5,70.27624065073486,5,31.428490259635442,30000.0,30000.0
Harmony,qbert,,408.0,108.79165868760343,5,48.65310884208736,40000.0,40000.0
Harmony,qbert,,468.0,142.3727502017152,5,63.67102951892642,50000.0,50000.0
Harmony,qbert,,602.5,181.53856339632082,5,81.18651365836568,60000.0,60000.0
Harmony,qbert,,592.5,158.32127147038707,5,70.80342505839671,70000.0,70000.0
Harmony,qbert,,629.0,157.54562831129272,5,70.45654689239318,80000.0,80000.0
Harmony,qbert,,694.5,216.8625716899991,5,96.98389041485188,90000.0,90000.0
Harmony,qbert,,916.5,277.38291448825754,5,124.04941051855103,100000.0,100000.0
Harmony,road_runner,,1096.0,564.7831442244005,5,252.57870060636546,10000.0,10000.0
Harmony,road_runner,,2966.0,2825.213266286282,5,1263.4737828700681,20000.0,20000.0
Harmony,road_runner,,4756.0,4111.359872353672,5,1838.6560309095335,30000.0,30000.0
Harmony,road_runner,,6112.0,5843.814678786452,5,2613.4333739355206,40000.0,40000.0
Harmony,road_runner,,6790.0,5583.471142577886,5,2497.0042050425145,50000.0,50000.0
Harmony,road_runner,,6620.0,5244.077611935201,5,2345.2228039143743,60000.0,60000.0
Harmony,road_runner,,9226.0,3661.8342398311806,5,1637.6220565197575,70000.0,70000.0
Harmony,road_runner,,10270.0,2479.495916512064,5,1108.8642838508235,80000.0,80000.0
Harmony,road_runner,,10632.0,2036.0181728069128,5,910.5350075642341,90000.0,90000.0
Harmony,road_runner,,11970.8,2557.8752315154074,5,1143.9165791262926,100000.0,100000.0
Harmony,seaquest,,208.8,64.28996811322898,5,28.751347794494777,10000.0,10000.0
Harmony,seaquest,,199.6,30.11312006418465,5,13.46699669562594,20000.0,20000.0
Harmony,seaquest,,378.4,105.10375825820883,5,47.003829631211964,30000.0,30000.0
Harmony,seaquest,,432.8,72.45136299615073,5,32.401234544381175,40000.0,40000.0
Harmony,seaquest,,539.2,187.72639665214908,5,83.95379681705886,50000.0,50000.0
Harmony,seaquest,,397.2,115.69442510337306,5,51.740119829780056,60000.0,60000.0
Harmony,seaquest,,455.6,132.0787643794414,5,59.067419107321754,70000.0,70000.0
Harmony,seaquest,,423.6,137.74178741398705,5,61.6,80000.0,80000.0
Harmony,seaquest,,493.2,142.97971884151963,5,63.94247414668907,90000.0,90000.0
Harmony,seaquest,,433.56000000000006,155.00118709222846,5,69.31863818627716,100000.0,100000.0
Harmony,up_n_down,,1277.4,316.50876765107154,5,141.54702398849648,10000.0,10000.0
Harmony,up_n_down,,14470.4,13219.112576114934,5,5911.766864483071,20000.0,20000.0
Harmony,up_n_down,,16962.2,16629.519587167873,5,7436.947246014321,30000.0,30000.0
Harmony,up_n_down,,37522.6,50580.848058331336,5,22620.442923603423,40000.0,40000.0
Harmony,up_n_down,,21078.0,31721.296765737683,5,14186.195180526736,50000.0,50000.0
Harmony,up_n_down,,30314.0,36854.11825020373,5,16481.66273165423,60000.0,60000.0
Harmony,up_n_down,,55419.6,57758.0873540667,5,25830.20191481282,70000.0,70000.0
Harmony,up_n_down,,74828.2,90608.02876787465,5,40521.142326444846,80000.0,80000.0
Harmony,up_n_down,,64021.6,91914.53715435878,5,41105.43063951526,90000.0,90000.0
Harmony,up_n_down,,64705.4,82952.01389520329,5,37097.26838803633,100000.0,100000.0
