method,game,seed,agent_steps,return
Constraint suite (seed 0; training episodes),boxing,0,55230,28.0
Constraint suite (seed 0; training episodes),boxing,0,57011,2.0
Constraint suite (seed 0; training episodes),boxing,0,58793,13.0
Constraint suite (seed 0; training episodes),boxing,0,60574,24.0
Constraint suite (seed 0; training episodes),boxing,0,62356,25.0
Constraint suite (seed 0; training episodes),boxing,0,64136,10.0
Constraint suite (seed 0; training episodes),boxing,0,65915,20.0
Constraint suite (seed 0; training episodes),boxing,0,67699,11.0
Constraint suite (seed 0; training episodes),boxing,0,69482,1.0
Constraint suite (seed 0; training episodes),boxing,0,71260,16.0
Constraint suite (seed 0; training episodes),boxing,0,73043,12.0
Constraint suite (seed 0; training episodes),boxing,0,74811,18.0
Constraint suite (seed 0; training episodes),boxing,0,76412,35.0
Constraint suite (seed 0; training episodes),boxing,0,77803,13.0
Constraint suite (seed 0; training episodes),boxing,0,79583,-18.0
Constraint suite (seed 0; training episodes),boxing,0,81365,-1.0
Constraint suite (seed 0; training episodes),boxing,0,83148,9.0
Constraint suite (seed 0; training episodes),boxing,0,84932,14.0
Constraint suite (seed 0; training episodes),boxing,0,86713,16.0
Constraint suite (seed 0; training episodes),boxing,0,88105,28.0
Constraint suite (seed 0; training episodes),boxing,0,89241,33.0
Constraint suite (seed 0; training episodes),boxing,0,90602,16.0
Constraint suite (seed 0; training episodes),boxing,0,91889,21.0
Constraint suite (seed 0; training episodes),boxing,0,92741,56.0
Constraint suite (seed 0; training episodes),boxing,0,93568,61.0
Constraint suite (seed 0; training episodes),boxing,0,94994,55.0
Constraint suite (seed 0; training episodes),boxing,0,96104,36.0
Constraint suite (seed 0; training episodes),boxing,0,96909,57.0
Constraint suite (seed 0; training episodes),boxing,0,97628,63.0
Constraint suite (seed 0; training episodes),boxing,0,98316,66.0
Constraint suite (seed 0; training episodes),boxing,0,98994,66.0
Constraint suite (seed 0; training episodes),boxing,0,99851,53.0
Constraint suite (seed 0; training episodes),boxing,0,100730,52.0
Constraint suite (seed 0; training episodes),boxing,0,101362,70.0
Constraint suite (seed 0; training episodes),boxing,0,101920,72.0
Constraint suite (seed 0; training episodes),boxing,0,102927,38.0
Constraint suite (seed 0; training episodes),boxing,0,103932,40.0
Constraint suite (seed 0; training episodes),boxing,0,104641,64.0
Constraint suite (seed 0; training episodes),boxing,0,105390,62.0
Constraint suite (seed 0; training episodes),boxing,0,105928,71.0
Constraint suite (seed 0; training episodes),boxing,0,106847,40.0
Constraint suite (seed 0; training episodes),boxing,0,107515,66.0
Constraint suite (seed 0; training episodes),boxing,0,108550,34.0
Constraint suite (seed 0; training episodes),boxing,0,109475,55.0
Constraint suite (seed 0; training episodes),breakout,0,197,2.0
Constraint suite (seed 0; training episodes),breakout,0,406,2.0
Constraint suite (seed 0; training episodes),breakout,0,589,1.0
Constraint suite (seed 0; training episodes),breakout,0,727,0.0
Constraint suite (seed 0; training episodes),breakout,0,900,1.0
Constraint suite (seed 0; training episodes),breakout,0,1030,0.0
Constraint suite (seed 0; training episodes),breakout,0,1244,2.0
Constraint suite (seed 0; training episodes),breakout,0,1387,0.0
Constraint suite (seed 0; training episodes),breakout,0,1575,1.0
Constraint suite (seed 0; training episodes),breakout,0,1855,3.0
Constraint suite (seed 0; training episodes),breakout,0,2050,1.0
Constraint suite (seed 0; training episodes),breakout,0,2234,1.0
Constraint suite (seed 0; training episodes),breakout,0,2472,3.0
Constraint suite (seed 0; training episodes),breakout,0,2606,0.0
Constraint suite (seed 0; training episodes),breakout,0,2836,2.0
Constraint suite (seed 0; training episodes),breakout,0,2962,0.0
Constraint suite (seed 0; training episodes),breakout,0,3137,1.0
Constraint suite (seed 0; training episodes),breakout,0,3263,0.0
Constraint suite (seed 0; training episodes),breakout,0,3435,1.0
Constraint suite (seed 0; training episodes),breakout,0,3627,1.0
Constraint suite (seed 0; training episodes),breakout,0,3795,1.0
Constraint suite (seed 0; training episodes),breakout,0,4137,5.0
Constraint suite (seed 0; training episodes),breakout,0,4309,1.0
Constraint suite (seed 0; training episodes),breakout,0,4442,0.0
Constraint suite (seed 0; training episodes),breakout,0,4637,1.0
Constraint suite (seed 0; training episodes),breakout,0,4770,0.0
Constraint suite (seed 0; training episodes),breakout,0,5023,3.0
Constraint suite (seed 0; training episodes),breakout,0,5153,0.0
Constraint suite (seed 0; training episodes),breakout,0,5277,0.0
Constraint suite (seed 0; training episodes),breakout,0,5483,2.0
Constraint suite (seed 0; training episodes),breakout,0,5852,5.0
Constraint suite (seed 0; training episodes),breakout,0,5978,0.0
Constraint suite (seed 0; training episodes),breakout,0,6108,0.0
Constraint suite (seed 0; training episodes),breakout,0,6318,2.0
Constraint suite (seed 0; training episodes),breakout,0,6445,0.0
Constraint suite (seed 0; training episodes),breakout,0,6571,0.0
Constraint suite (seed 0; training episodes),breakout,0,6879,4.0
Constraint suite (seed 0; training episodes),breakout,0,7008,0.0
Constraint suite (seed 0; training episodes),breakout,0,7140,0.0
Constraint suite (seed 0; training episodes),breakout,0,7270,0.0
Constraint suite (seed 0; training episodes),breakout,0,7394,0.0
Constraint suite (seed 0; training episodes),breakout,0,7596,2.0
Constraint suite (seed 0; training episodes),breakout,0,7738,0.0
Constraint suite (seed 0; training episodes),breakout,0,8044,4.0
Constraint suite (seed 0; training episodes),breakout,0,8275,0.0
Constraint suite (seed 0; training episodes),breakout,0,8566,7.0
Constraint suite (seed 0; training episodes),breakout,0,8770,2.0
Constraint suite (seed 0; training episodes),breakout,0,9092,0.0
Constraint suite (seed 0; training episodes),breakout,0,9323,2.0
Constraint suite (seed 0; training episodes),breakout,0,9619,0.0
Constraint suite (seed 0; training episodes),breakout,0,10019,3.0
Constraint suite (seed 0; training episodes),breakout,0,10253,1.0
Constraint suite (seed 0; training episodes),breakout,0,10707,0.0
Constraint suite (seed 0; training episodes),breakout,0,10860,0.0
Constraint suite (seed 0; training episodes),breakout,0,10982,0.0
Constraint suite (seed 0; training episodes),breakout,0,11153,1.0
Constraint suite (seed 0; training episodes),breakout,0,11454,0.0
Constraint suite (seed 0; training episodes),breakout,0,11985,0.0
Constraint suite (seed 0; training episodes),breakout,0,13272,2.0
Constraint suite (seed 0; training episodes),breakout,0,13639,5.0
Constraint suite (seed 0; training episodes),breakout,0,13894,3.0
Constraint suite (seed 0; training episodes),breakout,0,14415,0.0
Constraint suite (seed 0; training episodes),breakout,0,14721,0.0
Constraint suite (seed 0; training episodes),breakout,0,15124,3.0
Constraint suite (seed 0; training episodes),breakout,0,15522,2.0
Constraint suite (seed 0; training episodes),breakout,0,15800,3.0
Constraint suite (seed 0; training episodes),breakout,0,16314,0.0
Constraint suite (seed 0; training episodes),breakout,0,16591,1.0
Constraint suite (seed 0; training episodes),breakout,0,17250,0.0
Constraint suite (seed 0; training episodes),breakout,0,17491,3.0
Constraint suite (seed 0; training episodes),breakout,0,18028,0.0
Constraint suite (seed 0; training episodes),breakout,0,18509,4.0
Constraint suite (seed 0; training episodes),breakout,0,18724,1.0
Constraint suite (seed 0; training episodes),breakout,0,19057,1.0
Constraint suite (seed 0; training episodes),breakout,0,19341,0.0
Constraint suite (seed 0; training episodes),breakout,0,19782,0.0
Constraint suite (seed 0; training episodes),breakout,0,21084,3.0
Constraint suite (seed 0; training episodes),breakout,0,21550,3.0
Constraint suite (seed 0; training episodes),breakout,0,22222,2.0
Constraint suite (seed 0; training episodes),breakout,0,22481,1.0
Constraint suite (seed 0; training episodes),breakout,0,22691,0.0
Constraint suite (seed 0; training episodes),breakout,0,22981,0.0
Constraint suite (seed 0; training episodes),breakout,0,23317,0.0
Constraint suite (seed 0; training episodes),breakout,0,24060,0.0
Constraint suite (seed 0; training episodes),breakout,0,24656,2.0
Constraint suite (seed 0; training episodes),breakout,0,24882,0.0
Constraint suite (seed 0; training episodes),breakout,0,25123,1.0
Constraint suite (seed 0; training episodes),breakout,0,25354,0.0
Constraint suite (seed 0; training episodes),breakout,0,26309,0.0
Constraint suite (seed 0; training episodes),breakout,0,26545,0.0
Constraint suite (seed 0; training episodes),breakout,0,26685,0.0
Constraint suite (seed 0; training episodes),breakout,0,26827,0.0
Constraint suite (seed 0; training episodes),breakout,0,27104,3.0
Constraint suite (seed 0; training episodes),breakout,0,27444,5.0
Constraint suite (seed 0; training episodes),breakout,0,27813,5.0
Constraint suite (seed 0; training episodes),breakout,0,28012,2.0
Constraint suite (seed 0; training episodes),breakout,0,28210,2.0
Constraint suite (seed 0; training episodes),breakout,0,28418,2.0
Constraint suite (seed 0; training episodes),breakout,0,28735,4.0
Constraint suite (seed 0; training episodes),breakout,0,29022,3.0
Constraint suite (seed 0; training episodes),breakout,0,29567,3.0
Constraint suite (seed 0; training episodes),breakout,0,30043,2.0
Constraint suite (seed 0; training episodes),breakout,0,30298,3.0
Constraint suite (seed 0; training episodes),breakout,0,30558,2.0
Constraint suite (seed 0; training episodes),breakout,0,31017,0.0
Constraint suite (seed 0; training episodes),breakout,0,31326,3.0
Constraint suite (seed 0; training episodes),breakout,0,31650,4.0
Constraint suite (seed 0; training episodes),breakout,0,31856,2.0
Constraint suite (seed 0; training episodes),breakout,0,32060,2.0
Constraint suite (seed 0; training episodes),breakout,0,32308,3.0
Constraint suite (seed 0; training episodes),breakout,0,32525,2.0
Constraint suite (seed 0; training episodes),breakout,0,32724,2.0
Constraint suite (seed 0; training episodes),breakout,0,32994,3.0
Constraint suite (seed 0; training episodes),breakout,0,33193,2.0
Constraint suite (seed 0; training episodes),breakout,0,33393,2.0
Constraint suite (seed 0; training episodes),breakout,0,33594,2.0
Constraint suite (seed 0; training episodes),breakout,0,33794,2.0
Constraint suite (seed 0; training episodes),breakout,0,33996,2.0
Constraint suite (seed 0; training episodes),breakout,0,34194,2.0
Constraint suite (seed 0; training episodes),breakout,0,34394,2.0
Constraint suite (seed 0; training episodes),breakout,0,34593,2.0
Constraint suite (seed 0; training episodes),breakout,0,34918,2.0
Constraint suite (seed 0; training episodes),breakout,0,35083,0.0
Constraint suite (seed 0; training episodes),breakout,0,35344,3.0
Constraint suite (seed 0; training episodes),breakout,0,35543,2.0
Constraint suite (seed 0; training episodes),breakout,0,35797,3.0
Constraint suite (seed 0; training episodes),breakout,0,35997,2.0
Constraint suite (seed 0; training episodes),breakout,0,36294,4.0
Constraint suite (seed 0; training episodes),breakout,0,36494,2.0
Constraint suite (seed 0; training episodes),breakout,0,36744,3.0
Constraint suite (seed 0; training episodes),breakout,0,36944,2.0
Constraint suite (seed 0; training episodes),breakout,0,37217,3.0
Constraint suite (seed 0; training episodes),breakout,0,37556,2.0
Constraint suite (seed 0; training episodes),breakout,0,37797,2.0
Constraint suite (seed 0; training episodes),breakout,0,38347,4.0
Constraint suite (seed 0; training episodes),breakout,0,38547,2.0
Constraint suite (seed 0; training episodes),breakout,0,38930,4.0
Constraint suite (seed 0; training episodes),breakout,0,39178,3.0
Constraint suite (seed 0; training episodes),breakout,0,39380,2.0
Constraint suite (seed 0; training episodes),breakout,0,39580,2.0
Constraint suite (seed 0; training episodes),breakout,0,39873,2.0
Constraint suite (seed 0; training episodes),breakout,0,40215,2.0
Constraint suite (seed 0; training episodes),breakout,0,40415,2.0
Constraint suite (seed 0; training episodes),breakout,0,40664,3.0
Constraint suite (seed 0; training episodes),breakout,0,40911,3.0
Constraint suite (seed 0; training episodes),breakout,0,41111,2.0
Constraint suite (seed 0; training episodes),breakout,0,41310,2.0
Constraint suite (seed 0; training episodes),breakout,0,41510,2.0
Constraint suite (seed 0; training episodes),breakout,0,41711,2.0
Constraint suite (seed 0; training episodes),breakout,0,41967,3.0
Constraint suite (seed 0; training episodes),breakout,0,42166,2.0
Constraint suite (seed 0; training episodes),breakout,0,42365,2.0
Constraint suite (seed 0; training episodes),breakout,0,42565,2.0
Constraint suite (seed 0; training episodes),breakout,0,42861,3.0
Constraint suite (seed 0; training episodes),breakout,0,43061,2.0
Constraint suite (seed 0; training episodes),breakout,0,43309,3.0
Constraint suite (seed 0; training episodes),breakout,0,43511,2.0
Constraint suite (seed 0; training episodes),breakout,0,43861,5.0
Constraint suite (seed 0; training episodes),breakout,0,44189,2.0
Constraint suite (seed 0; training episodes),breakout,0,44535,4.0
Constraint suite (seed 0; training episodes),breakout,0,44735,2.0
Constraint suite (seed 0; training episodes),breakout,0,44935,2.0
Constraint suite (seed 0; training episodes),breakout,0,45391,4.0
Constraint suite (seed 0; training episodes),breakout,0,45591,2.0
Constraint suite (seed 0; training episodes),breakout,0,45840,3.0
Constraint suite (seed 0; training episodes),breakout,0,46041,2.0
Constraint suite (seed 0; training episodes),breakout,0,46295,3.0
Constraint suite (seed 0; training episodes),breakout,0,46582,3.0
Constraint suite (seed 0; training episodes),breakout,0,47128,5.0
Constraint suite (seed 0; training episodes),breakout,0,47328,2.0
Constraint suite (seed 0; training episodes),breakout,0,47578,3.0
Constraint suite (seed 0; training episodes),breakout,0,47778,2.0
Constraint suite (seed 0; training episodes),breakout,0,48015,2.0
Constraint suite (seed 0; training episodes),breakout,0,48296,3.0
Constraint suite (seed 0; training episodes),breakout,0,48653,2.0
Constraint suite (seed 0; training episodes),breakout,0,48973,3.0
Constraint suite (seed 0; training episodes),breakout,0,49225,2.0
Constraint suite (seed 0; training episodes),breakout,0,49505,2.0
Constraint suite (seed 0; training episodes),breakout,0,49801,3.0
Constraint suite (seed 0; training episodes),breakout,0,50160,2.0
Constraint suite (seed 0; training episodes),breakout,0,50499,4.0
Constraint suite (seed 0; training episodes),breakout,0,51040,2.0
Constraint suite (seed 0; training episodes),breakout,0,51384,3.0
Constraint suite (seed 0; training episodes),breakout,0,51585,2.0
Constraint suite (seed 0; training episodes),breakout,0,51808,2.0
Constraint suite (seed 0; training episodes),breakout,0,52048,2.0
Constraint suite (seed 0; training episodes),breakout,0,52249,2.0
Constraint suite (seed 0; training episodes),breakout,0,52520,3.0
Constraint suite (seed 0; training episodes),breakout,0,52722,2.0
Constraint suite (seed 0; training episodes),breakout,0,53093,3.0
Constraint suite (seed 0; training episodes),breakout,0,53458,2.0
Constraint suite (seed 0; training episodes),breakout,0,53659,2.0
Constraint suite (seed 0; training episodes),breakout,0,53859,2.0
Constraint suite (seed 0; training episodes),breakout,0,54059,2.0
Constraint suite (seed 0; training episodes),breakout,0,54532,3.0
Constraint suite (seed 0; training episodes),breakout,0,54880,3.0
Constraint suite (seed 0; training episodes),breakout,0,55534,2.0
Constraint suite (seed 0; training episodes),breakout,0,55835,3.0
Constraint suite (seed 0; training episodes),breakout,0,56104,3.0
Constraint suite (seed 0; training episodes),breakout,0,56394,2.0
Constraint suite (seed 0; training episodes),breakout,0,56594,2.0
Constraint suite (seed 0; training episodes),breakout,0,56823,3.0
Constraint suite (seed 0; training episodes),breakout,0,57149,2.0
Constraint suite (seed 0; training episodes),breakout,0,57507,4.0
Constraint suite (seed 0; training episodes),breakout,0,57782,3.0
Constraint suite (seed 0; training episodes),breakout,0,58080,4.0
Constraint suite (seed 0; training episodes),breakout,0,58747,5.0
Constraint suite (seed 0; training episodes),breakout,0,59075,2.0
Constraint suite (seed 0; training episodes),breakout,0,59398,2.0
Constraint suite (seed 0; training episodes),breakout,0,59793,3.0
Constraint suite (seed 0; training episodes),breakout,0,60151,2.0
Constraint suite (seed 0; training episodes),breakout,0,60557,4.0
Constraint suite (seed 0; training episodes),breakout,0,60899,3.0
Constraint suite (seed 0; training episodes),breakout,0,61414,4.0
Constraint suite (seed 0; training episodes),breakout,0,61724,3.0
Constraint suite (seed 0; training episodes),breakout,0,62350,2.0
Constraint suite (seed 0; training episodes),breakout,0,63020,3.0
Constraint suite (seed 0; training episodes),breakout,0,63548,2.0
Constraint suite (seed 0; training episodes),breakout,0,63826,3.0
Constraint suite (seed 0; training episodes),breakout,0,64254,5.0
Constraint suite (seed 0; training episodes),breakout,0,65304,3.0
Constraint suite (seed 0; training episodes),breakout,0,65740,5.0
Constraint suite (seed 0; training episodes),breakout,0,66277,2.0
Constraint suite (seed 0; training episodes),breakout,0,67055,3.0
Constraint suite (seed 0; training episodes),breakout,0,67399,3.0
Constraint suite (seed 0; training episodes),breakout,0,68384,6.0
Constraint suite (seed 0; training episodes),breakout,0,68906,4.0
Constraint suite (seed 0; training episodes),breakout,0,69531,3.0
Constraint suite (seed 0; training episodes),breakout,0,69850,3.0
Constraint suite (seed 0; training episodes),breakout,0,70489,2.0
Constraint suite (seed 0; training episodes),breakout,0,70989,5.0
Constraint suite (seed 0; training episodes),breakout,0,71333,2.0
Constraint suite (seed 0; training episodes),breakout,0,71753,3.0
Constraint suite (seed 0; training episodes),breakout,0,71958,2.0
Constraint suite (seed 0; training episodes),breakout,0,72423,3.0
Constraint suite (seed 0; training episodes),breakout,0,72933,2.0
Constraint suite (seed 0; training episodes),breakout,0,73766,3.0
Constraint suite (seed 0; training episodes),breakout,0,74362,11.0
Constraint suite (seed 0; training episodes),breakout,0,74630,2.0
Constraint suite (seed 0; training episodes),breakout,0,75239,3.0
Constraint suite (seed 0; training episodes),breakout,0,75743,3.0
Constraint suite (seed 0; training episodes),breakout,0,76037,3.0
Constraint suite (seed 0; training episodes),breakout,0,76301,3.0
Constraint suite (seed 0; training episodes),breakout,0,76609,4.0
Constraint suite (seed 0; training episodes),breakout,0,76897,7.0
Constraint suite (seed 0; training episodes),breakout,0,77102,1.0
Constraint suite (seed 0; training episodes),breakout,0,77460,2.0
Constraint suite (seed 0; training episodes),breakout,0,77902,4.0
Constraint suite (seed 0; training episodes),breakout,0,78354,5.0
Constraint suite (seed 0; training episodes),breakout,0,78657,4.0
Constraint suite (seed 0; training episodes),breakout,0,79071,4.0
Constraint suite (seed 0; training episodes),breakout,0,79334,3.0
Constraint suite (seed 0; training episodes),breakout,0,79660,5.0
Constraint suite (seed 0; training episodes),breakout,0,80063,7.0
Constraint suite (seed 0; training episodes),breakout,0,80351,3.0
Constraint suite (seed 0; training episodes),breakout,0,80777,2.0
Constraint suite (seed 0; training episodes),breakout,0,81313,9.0
Constraint suite (seed 0; training episodes),breakout,0,81723,4.0
Constraint suite (seed 0; training episodes),breakout,0,82069,4.0
Constraint suite (seed 0; training episodes),breakout,0,82440,6.0
Constraint suite (seed 0; training episodes),breakout,0,82653,2.0
Constraint suite (seed 0; training episodes),breakout,0,83001,4.0
Constraint suite (seed 0; training episodes),breakout,0,83374,6.0
Constraint suite (seed 0; training episodes),breakout,0,83730,3.0
Constraint suite (seed 0; training episodes),breakout,0,84249,5.0
Constraint suite (seed 0; training episodes),breakout,0,84512,3.0
Constraint suite (seed 0; training episodes),breakout,0,84896,6.0
Constraint suite (seed 0; training episodes),breakout,0,85204,4.0
Constraint suite (seed 0; training episodes),breakout,0,85480,4.0
Constraint suite (seed 0; training episodes),breakout,0,85830,5.0
Constraint suite (seed 0; training episodes),breakout,0,86356,10.0
Constraint suite (seed 0; training episodes),breakout,0,86682,4.0
Constraint suite (seed 0; training episodes),breakout,0,87072,6.0
Constraint suite (seed 0; training episodes),breakout,0,87461,6.0
Constraint suite (seed 0; training episodes),breakout,0,87769,4.0
Constraint suite (seed 0; training episodes),breakout,0,88032,3.0
Constraint suite (seed 0; training episodes),breakout,0,88416,6.0
Constraint suite (seed 0; training episodes),breakout,0,88733,4.0
Constraint suite (seed 0; training episodes),breakout,0,89095,6.0
Constraint suite (seed 0; training episodes),breakout,0,89486,5.0
Constraint suite (seed 0; training episodes),breakout,0,89967,5.0
Constraint suite (seed 0; training episodes),breakout,0,90304,6.0
Constraint suite (seed 0; training episodes),breakout,0,90705,7.0
Constraint suite (seed 0; training episodes),breakout,0,91008,4.0
Constraint suite (seed 0; training episodes),breakout,0,91263,3.0
Constraint suite (seed 0; training episodes),breakout,0,91496,3.0
Constraint suite (seed 0; training episodes),breakout,0,91944,8.0
Constraint suite (seed 0; training episodes),breakout,0,92292,5.0
Constraint suite (seed 0; training episodes),breakout,0,92853,9.0
Constraint suite (seed 0; training episodes),breakout,0,93150,4.0
Constraint suite (seed 0; training episodes),breakout,0,93503,5.0
Constraint suite (seed 0; training episodes),breakout,0,93980,7.0
Constraint suite (seed 0; training episodes),breakout,0,94445,7.0
Constraint suite (seed 0; training episodes),breakout,0,94953,7.0
Constraint suite (seed 0; training episodes),breakout,0,95510,10.0
Constraint suite (seed 0; training episodes),breakout,0,95936,6.0
Constraint suite (seed 0; training episodes),breakout,0,96320,4.0
Constraint suite (seed 0; training episodes),breakout,0,96871,7.0
Constraint suite (seed 0; training episodes),breakout,0,97158,4.0
Constraint suite (seed 0; training episodes),breakout,0,97579,7.0
Constraint suite (seed 0; training episodes),breakout,0,97934,6.0
Constraint suite (seed 0; training episodes),breakout,0,98308,5.0
Constraint suite (seed 0; training episodes),breakout,0,98629,5.0
Constraint suite (seed 0; training episodes),breakout,0,99054,8.0
Constraint suite (seed 0; training episodes),breakout,0,99407,5.0
Constraint suite (seed 0; training episodes),breakout,0,99786,5.0
Constraint suite (seed 0; training episodes),breakout,0,100181,7.0
Constraint suite (seed 0; training episodes),breakout,0,100488,5.0
Constraint suite (seed 0; training episodes),breakout,0,100925,5.0
Constraint suite (seed 0; training episodes),breakout,0,101204,4.0
Constraint suite (seed 0; training episodes),breakout,0,101577,6.0
Constraint suite (seed 0; training episodes),breakout,0,102058,11.0
Constraint suite (seed 0; training episodes),breakout,0,102328,4.0
Constraint suite (seed 0; training episodes),breakout,0,102640,4.0
Constraint suite (seed 0; training episodes),breakout,0,102975,6.0
Constraint suite (seed 0; training episodes),breakout,0,103455,8.0
Constraint suite (seed 0; training episodes),breakout,0,103773,4.0
Constraint suite (seed 0; training episodes),breakout,0,104195,7.0
Constraint suite (seed 0; training episodes),breakout,0,104563,4.0
Constraint suite (seed 0; training episodes),breakout,0,104882,3.0
Constraint suite (seed 0; training episodes),breakout,0,105359,7.0
Constraint suite (seed 0; training episodes),breakout,0,105677,5.0
Constraint suite (seed 0; training episodes),breakout,0,106052,6.0
Constraint suite (seed 0; training episodes),breakout,0,106480,10.0
Constraint suite (seed 0; training episodes),breakout,0,107038,7.0
Constraint suite (seed 0; training episodes),breakout,0,107443,7.0
Constraint suite (seed 0; training episodes),breakout,0,107777,8.0
Constraint suite (seed 0; training episodes),breakout,0,108295,10.0
Constraint suite (seed 0; training episodes),breakout,0,108918,14.0
Constraint suite (seed 0; training episodes),breakout,0,109130,2.0
Constraint suite (seed 0; training episodes),breakout,0,109531,6.0
Constraint suite (seed 0; training episodes),breakout,0,109815,4.0
Constraint suite (seed 0; training episodes),chopper_command,0,720,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,1991,1200.0
Constraint suite (seed 0; training episodes),chopper_command,0,2584,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,3787,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,4289,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,4911,200.0
Constraint suite (seed 0; training episodes),chopper_command,0,5714,400.0
Constraint suite (seed 0; training episodes),chopper_command,0,6257,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,6935,800.0
Constraint suite (seed 0; training episodes),chopper_command,0,7699,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,8936,1100.0
Constraint suite (seed 0; training episodes),chopper_command,0,9551,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,9951,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,10416,800.0
Constraint suite (seed 0; training episodes),chopper_command,0,11060,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,11355,300.0
Constraint suite (seed 0; training episodes),chopper_command,0,12298,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,12750,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,13315,300.0
Constraint suite (seed 0; training episodes),chopper_command,0,13820,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,14754,1100.0
Constraint suite (seed 0; training episodes),chopper_command,0,15039,300.0
Constraint suite (seed 0; training episodes),chopper_command,0,15279,400.0
Constraint suite (seed 0; training episodes),chopper_command,0,15609,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,16297,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,16851,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,17596,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,18099,200.0
Constraint suite (seed 0; training episodes),chopper_command,0,19506,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,19913,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,20354,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,20956,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,21374,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,21781,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,22991,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,23356,800.0
Constraint suite (seed 0; training episodes),chopper_command,0,24339,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,24780,300.0
Constraint suite (seed 0; training episodes),chopper_command,0,25735,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,26240,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,27262,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,29766,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,30174,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,30670,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,30974,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,31914,800.0
Constraint suite (seed 0; training episodes),chopper_command,0,32284,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,33464,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,34594,800.0
Constraint suite (seed 0; training episodes),chopper_command,0,34882,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,35133,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,35522,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,35932,800.0
Constraint suite (seed 0; training episodes),chopper_command,0,36396,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,37023,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,37281,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,37736,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,37965,400.0
Constraint suite (seed 0; training episodes),chopper_command,0,38584,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,39008,1000.0
Constraint suite (seed 0; training episodes),chopper_command,0,39234,400.0
Constraint suite (seed 0; training episodes),chopper_command,0,39451,300.0
Constraint suite (seed 0; training episodes),chopper_command,0,40189,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,40447,800.0
Constraint suite (seed 0; training episodes),chopper_command,0,40728,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,40969,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,41431,1000.0
Constraint suite (seed 0; training episodes),chopper_command,0,41807,600.0
Constraint suite (seed 0; training episodes),chopper_command,0,42602,1300.0
Constraint suite (seed 0; training episodes),chopper_command,0,43262,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,44876,1100.0
Constraint suite (seed 0; training episodes),chopper_command,0,45958,1000.0
Constraint suite (seed 0; training episodes),chopper_command,0,47202,1000.0
Constraint suite (seed 0; training episodes),chopper_command,0,47555,800.0
Constraint suite (seed 0; training episodes),chopper_command,0,47876,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,48115,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,48366,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,48564,500.0
Constraint suite (seed 0; training episodes),chopper_command,0,49082,1300.0
Constraint suite (seed 0; training episodes),chopper_command,0,50172,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,50589,900.0
Constraint suite (seed 0; training episodes),chopper_command,0,50939,700.0
Constraint suite (seed 0; training episodes),chopper_command,0,51245,1100.0
Constraint suite (seed 0; training episodes),chopper_command,0,51741,1000.0
